 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.13.2,8,0,3,0,31,9,48,60,33,77,90,95,0,130,162,193,233,229,283,235,216,178,255,241,144,130,156,111,87,71,66,37,20,15,9,10,0,12,0,0,3677,1.44247,3.51979
10.1.14.2,3,10,4,10,12,27,29,52,59,59,87,108,158,0,242,207,217,225,229,247,161,203,222,183,157,149,142,106,114,81,55,40,21,25,17,17,13,4,14,0,3709,1.61212,6.76099
10.1.15.2,0,8,8,13,17,24,24,41,39,76,118,109,108,199,0,152,191,272,318,232,209,175,254,171,166,156,145,116,105,76,69,29,24,21,35,8,11,14,0,0,3733,1.69198,9.14378
10.1.16.2,22,9,12,5,25,27,33,59,49,62,70,130,119,135,194,0,197,246,247,208,245,241,229,170,205,128,142,143,70,89,42,37,7,31,22,14,0,7,9,0,3680,1.53578,5.4306
10.1.17.2,6,11,3,9,9,20,12,51,87,80,112,116,174,165,184,238,0,266,261,214,227,203,163,191,168,135,134,135,76,56,62,61,24,31,18,9,14,9,9,0,3743,1.81212,10.7069
10.1.18.2,0,3,0,0,9,16,43,48,79,43,93,103,129,148,167,163,183,0,267,203,270,243,260,176,206,109,153,118,65,72,89,41,68,27,20,13,4,5,0,0,3636,1.675,8.1098
10.1.19.2,0,4,5,11,6,18,23,48,53,100,98,106,112,160,203,190,236,225,0,226,282,235,256,181,146,146,107,124,90,65,69,39,18,15,23,16,11,9,0,0,3656,1.75437,10.2385
10.1.20.2,0,4,3,3,9,4,32,40,26,67,103,101,110,161,181,273,199,214,221,0,266,233,209,176,212,194,119,115,90,85,62,54,22,27,22,12,11,5,0,0,3665,1.66239,7.91617
10.1.21.2,0,4,0,17,17,22,13,51,56,50,106,139,111,145,178,175,274,222,262,250,0,268,185,201,145,157,170,134,75,100,41,34,52,28,9,6,5,3,0,0,3705,1.73056,9.81572
10.1.22.2,5,16,10,18,7,30,39,32,57,105,94,106,148,234,148,186,186,252,237,204,196,0,187,259,146,190,174,119,93,84,50,61,14,30,36,19,6,3,4,0,3785,1.68546,8.2897
10.1.23.2,0,14,6,20,20,27,53,23,39,58,105,76,151,175,162,208,194,287,199,244,179,215,0,240,165,162,150,100,95,84,45,39,14,26,16,13,17,0,0,0,3621,1.80378,10.5116
10.1.24.2,0,5,0,17,20,10,19,52,55,70,66,122,154,182,177,168,206,249,274,244,215,199,252,0,190,164,169,102,102,42,72,62,34,29,29,5,6,5,0,0,3767,1.74246,9.49664
10.1.25.2,8,4,12,4,6,8,50,38,39,59,93,90,130,167,155,224,236,247,202,254,210,245,216,216,0,169,157,111,133,94,49,31,38,14,26,4,6,0,0,0,3745,1.51219,5.02404
10.1.26.2,3,16,0,11,32,43,30,47,50,53,65,159,108,115,164,146,177,258,299,222,223,244,232,238,147,0,141,127,118,34,61,52,45,19,8,4,4,3,0,0,3698,1.56743,5.83825
10.1.27.2,12,6,10,3,9,33,32,52,43,84,83,88,134,138,143,178,215,220,235,274,193,264,218,209,144,152,0,159,83,66,66,45,39,23,25,3,5,9,0,0,3695,1.61627,6.73911
10.1.28.2,0,0,0,16,17,30,34,29,54,72,137,138,120,181,123,158,186,209,246,229,232,213,227,219,212,158,112,0,141,52,49,26,21,19,22,0,15,6,0,0,3703,1.45127,2.83807
10.1.29.2,0,15,5,20,35,20,22,45,28,45,103,76,134,177,218,179,224,270,222,274,242,257,193,189,214,126,112,90,0,59,44,25,24,24,11,7,6,0,0,0,3735,1.47936,3.98961
10.1.30.2,0,5,6,11,14,24,41,33,59,66,65,141,134,168,177,212,195,186,252,227,229,270,222,233,148,119,138,115,78,0,53,5,47,18,0,27,5,0,0,0,3723,1.69964,8.34392
10.1.31.2,0,5,0,6,6,17,27,33,50,69,85,118,114,188,161,160,230,201,254,267,230,238,201,171,156,172,127,126,75,67,0,42,70,21,21,4,8,6,5,0,3731,1.53522,5.06129
10.1.32.2,6,0,7,4,3,19,18,48,63,90,67,110,154,154,154,202,255,181,230,241,180,285,195,177,149,188,94,130,67,72,39,0,16,15,33,26,13,4,5,0,3694,1.64349,7.63015
10.1.33.2,0,5,6,6,22,5,20,51,70,70,75,124,120,148,125,192,233,210,215,224,260,247,224,242,172,134,96,70,87,103,70,36,0,11,18,4,6,9,0,0,3710,1.84124,10.1513
10.1.34.2,0,6,4,0,14,17,37,31,56,87,110,104,129,159,159,240,191,216,196,263,252,199,210,196,124,174,155,92,55,88,47,27,55,0,6,0,5,0,4,0,3708,1.93055,12.0872
10.1.35.2,3,4,11,10,16,33,31,55,48,77,85,122,91,190,138,193,238,222,225,206,233,247,181,173,162,130,154,116,86,36,81,20,26,35,0,26,4,3,0,0,3711,1.86938,11.8372
10.1.36.2,3,0,15,0,29,0,25,31,52,65,112,101,181,118,218,199,228,196,145,270,251,230,199,181,193,83,109,111,101,75,64,46,22,0,33,0,13,0,0,0,3699,1.92952,12.8397
10.1.37.2,0,0,12,0,10,11,48,31,47,37,104,101,125,130,215,187,234,220,238,240,252,215,212,165,115,109,181,95,88,82,54,58,37,36,15,3,0,0,0,0,3707,1.88042,11.6722
10.1.38.2,0,0,0,18,35,16,42,36,66,62,106,94,115,127,169,185,200,206,240,173,204,248,207,186,179,181,126,121,111,65,42,25,39,24,12,22,4,0,0,0,3686,1.81658,9.99492
10.1.39.2,0,7,4,6,5,23,25,28,54,105,53,70,92,164,147,155,173,209,212,298,295,225,201,231,193,174,84,98,88,74,40,62,30,14,27,13,4,6,0,0,3689,1.81704,9.88003
10.1.40.2,4,3,14,26,29,45,29,27,39,49,100,105,143,121,185,147,211,179,169,258,200,199,175,257,232,167,146,131,92,65,70,50,40,14,22,5,11,3,0,0,3762,1.82118,10.5281
"Total de hormigas enviadas",147965
"Suma de las medias de los tiempos",65.9492
"Media de las medias de los tiempos",1.64873
"Varianza de las varianzas de los tiempos",7.4069
