 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,4,23,8,15,19,31,25,61,94,94,84,137,175,200,197,189,206,211,261,225,224,203,183,136,167,131,81,89,79,75,12,21,19,32,13,3,0,0,0,3727,1.4933,4.93232
10.1.2.2,0,0,14,13,15,4,23,33,55,60,95,92,136,158,206,177,230,196,190,260,211,216,262,197,145,120,121,150,86,58,47,44,23,18,13,20,14,5,0,0,3707,1.48985,4.4448
10.1.3.2,6,0,0,16,7,12,18,45,50,84,67,107,110,107,160,233,181,242,227,245,173,195,229,198,170,190,160,100,89,62,56,55,32,21,10,26,9,0,7,0,3699,1.44582,3.38549
10.1.4.2,5,8,8,0,4,12,19,46,72,46,109,120,109,167,127,290,158,239,169,200,241,230,221,223,198,131,107,73,127,39,58,56,27,9,3,7,4,0,14,0,3676,1.58777,7.15013
10.1.5.2,3,0,6,3,0,27,26,42,54,52,77,77,115,208,202,149,246,185,219,238,274,234,190,224,163,128,155,87,48,54,35,63,45,25,20,11,0,8,0,0,3693,1.55454,6.02117
10.1.6.2,12,3,14,6,3,0,56,19,68,60,78,129,151,150,177,208,187,191,261,179,246,216,255,189,161,156,137,87,71,52,39,47,22,23,24,11,7,3,0,0,3698,1.55843,6.10519
10.1.7.2,5,6,9,4,18,12,0,43,63,89,95,131,140,119,168,230,224,187,193,247,193,223,244,185,135,165,127,110,61,86,72,54,26,24,8,20,4,4,5,0,3729,1.60279,7.34094
10.1.8.2,6,7,0,19,13,23,25,0,61,41,85,84,118,157,170,147,210,269,226,201,264,237,198,215,154,161,159,119,79,89,47,32,32,22,11,9,0,0,4,0,3694,1.50718,5.21931
10.1.9.2,0,10,6,8,25,20,32,41,0,97,75,75,132,96,133,213,222,219,264,241,247,218,177,167,135,157,169,136,117,56,57,61,21,14,18,19,6,3,0,0,3687,1.60654,7.52639
10.1.10.2,3,5,12,10,17,32,29,15,63,0,98,87,111,136,168,196,203,212,242,189,237,217,222,226,169,158,116,99,95,107,48,49,9,64,14,23,12,0,0,0,3693,1.65789,7.84128
10.1.11.2,0,0,0,23,5,32,35,15,73,70,0,115,168,122,167,198,237,194,212,237,231,245,158,192,216,134,107,136,103,82,66,37,44,17,15,23,6,6,4,0,3725,1.669,7.89425
10.1.12.2,5,0,0,3,35,8,21,35,85,65,64,0,132,159,176,206,241,228,220,234,302,230,213,241,138,153,128,86,64,73,69,39,41,35,5,4,6,7,0,0,3751,1.48077,4.3845
10.1.13.2,5,6,0,9,5,52,32,43,61,80,107,101,0,88,167,216,225,219,254,238,285,231,207,153,185,143,101,83,111,62,74,62,47,27,23,0,4,5,6,0,3717,1.6182,6.63494
10.1.14.2,6,0,9,4,19,21,11,26,57,47,127,107,160,0,176,188,194,254,249,222,208,238,218,210,150,155,158,116,128,72,72,34,38,5,24,5,4,0,8,0,3720,1.50475,4.60009
10.1.15.2,0,4,0,16,14,34,62,61,64,65,87,129,137,185,0,166,252,176,214,230,213,239,189,192,230,175,107,96,104,103,44,22,34,25,23,13,10,0,6,0,3721,1.47397,4.14004
10.1.16.2,6,0,12,13,12,25,31,59,75,98,47,91,126,169,195,0,182,207,320,280,250,242,203,178,174,148,191,77,92,50,57,49,39,27,20,18,5,8,0,0,3776,1.58998,6.89024
10.1.17.2,10,6,4,27,12,28,39,44,48,41,107,80,110,185,195,211,0,279,186,212,206,179,256,231,178,166,180,129,134,95,61,50,7,22,4,10,6,5,0,0,3743,1.78525,10.9555
10.1.18.2,8,0,10,26,36,5,14,33,90,48,125,94,121,154,198,213,187,0,264,234,261,184,253,164,144,175,150,106,97,68,40,68,30,6,18,20,15,5,0,0,3664,1.82942,11.9076
10.1.19.2,0,4,7,9,35,21,25,48,34,82,152,128,147,109,125,230,213,217,0,247,209,270,245,201,160,174,124,122,123,73,61,43,32,38,15,9,12,0,4,0,3748,1.61232,7.67322
10.1.20.2,10,0,9,9,7,19,19,69,81,72,95,105,138,181,234,175,194,222,265,0,291,232,215,210,189,96,108,127,112,40,62,51,35,28,4,13,10,14,0,0,3741,1.75431,9.961
10.1.21.2,0,3,14,3,17,15,11,52,60,118,90,148,123,161,214,239,200,234,203,233,0,196,223,190,200,133,111,95,90,82,73,56,29,27,41,11,3,6,0,0,3704,1.63342,7.76506
10.1.22.2,6,4,22,5,12,38,65,46,88,96,138,106,126,183,157,195,252,232,174,187,202,0,240,225,158,142,74,96,77,93,44,69,22,42,26,16,8,3,6,0,3675,1.79193,11.4748
10.1.23.2,4,22,11,29,25,4,26,73,31,36,76,109,127,190,129,247,222,229,231,264,235,231,0,253,190,160,108,131,52,103,60,21,25,21,12,7,12,0,0,0,3706,1.66488,7.17847
10.1.24.2,10,12,21,24,11,19,22,42,26,62,123,111,113,196,179,195,214,265,210,217,247,212,224,0,173,115,185,140,100,100,48,40,30,13,6,3,17,0,0,0,3725,1.76658,10.5819
10.1.25.2,0,6,4,0,7,19,65,35,64,63,89,128,98,159,113,227,203,257,256,225,230,266,213,223,0,168,122,115,93,45,64,46,47,46,5,13,9,6,0,0,3729,1.56462,5.81374
10.1.26.2,5,6,0,0,6,5,23,34,56,85,59,138,157,110,234,195,189,260,239,258,186,167,265,227,176,0,170,93,75,82,35,60,22,34,9,3,11,9,7,0,3690,1.56529,5.87889
10.1.27.2,4,0,10,6,18,9,34,25,75,70,56,106,99,181,202,197,177,210,232,256,245,204,214,237,120,170,0,150,71,72,49,35,32,28,15,19,5,0,5,0,3638,1.56459,5.81435
10.1.28.2,0,0,7,10,11,21,52,19,44,92,90,103,113,140,174,197,223,205,223,221,275,222,210,146,208,134,128,0,90,120,37,56,59,23,12,21,10,17,3,0,3716,1.54893,4.95148
10.1.29.2,0,5,12,6,20,27,40,60,32,38,80,93,145,168,168,165,187,241,255,219,202,253,246,170,180,212,163,80,0,74,98,41,31,6,21,5,0,6,0,0,3749,1.80828,12.1469
10.1.30.2,0,3,14,12,26,48,17,38,48,110,95,84,128,146,173,172,191,222,204,204,291,200,226,231,149,195,105,72,109,0,53,51,38,42,0,3,5,0,4,0,3709,1.54909,4.68576
10.1.31.2,0,17,10,13,15,13,22,20,69,61,68,83,177,189,193,167,222,214,258,264,217,189,169,160,172,146,142,133,81,83,0,42,34,14,7,17,3,3,9,0,3696,1.49877,4.22597
10.1.32.2,5,12,6,15,12,35,25,41,69,61,53,148,108,176,190,197,176,204,236,254,261,244,182,173,127,140,111,87,90,62,66,0,40,37,14,8,5,5,6,0,3681,1.59308,7.02708
10.1.33.2,9,5,7,10,30,6,37,31,47,40,81,109,84,153,206,219,197,216,220,228,209,267,177,181,206,123,122,87,105,46,88,54,0,11,18,21,4,0,0,0,3654,1.87454,10.5647
10.1.34.2,0,0,10,25,18,34,16,60,64,84,128,84,127,142,136,176,199,246,202,230,204,221,225,199,195,154,142,158,62,45,37,40,28,0,12,14,5,0,0,0,3722,1.89863,12.4669
10.1.35.2,0,4,3,0,11,54,29,34,41,61,80,118,120,144,171,207,240,186,232,260,211,154,171,164,153,199,119,98,113,53,42,71,30,23,0,10,10,6,0,0,3622,1.98237,14.3342
10.1.36.2,3,0,17,9,6,27,43,44,54,51,87,143,113,128,183,205,228,216,221,218,264,161,183,225,147,149,133,148,97,62,37,35,51,22,8,0,8,0,0,0,3726,1.83672,10.5402
10.1.37.2,4,8,4,13,10,12,26,37,48,61,43,130,126,108,148,154,223,238,262,252,295,234,235,140,216,104,102,87,129,62,35,50,50,11,10,11,0,6,7,0,3691,1.88097,11.217
10.1.38.2,5,15,5,16,19,15,35,49,58,54,64,104,133,152,144,203,201,209,238,311,189,161,168,189,148,157,157,112,98,84,84,55,25,39,19,8,9,0,0,0,3732,1.99241,12.8772
10.1.39.2,0,0,0,9,12,11,39,61,66,54,97,102,142,111,183,255,189,220,193,211,279,220,227,153,176,166,112,121,72,59,76,35,18,30,7,12,12,11,0,0,3741,1.80097,9.67619
10.1.40.2,4,5,18,7,8,34,24,28,33,65,58,137,120,154,181,222,173,244,217,275,214,186,167,184,185,121,156,121,105,56,66,29,36,23,6,0,3,3,0,0,3668,1.90329,11.2199
"Total de hormigas enviadas",148283
"Suma de las medias de los tiempos",66.5414
"Media de las medias de los tiempos",1.66354
"Varianza de las varianzas de los tiempos",8.41684
