 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.26.2,7,0,5,11,14,23,39,50,35,72,57,114,154,140,187,196,204,269,208,252,266,231,225,204,151,0,108,82,65,75,84,28,53,17,30,16,5,0,5,0,3682,1.76346,11.0254
10.1.27.2,0,8,0,10,4,41,41,28,103,108,31,151,156,156,171,159,167,264,242,226,219,239,215,216,170,171,0,101,51,90,71,45,20,16,27,4,16,0,0,0,3737,1.51969,4.87687
10.1.28.2,5,9,15,8,12,18,31,64,49,70,71,114,129,164,198,192,199,219,296,268,184,225,175,204,130,120,171,0,80,92,62,23,42,29,24,14,6,0,4,0,3716,1.59012,6.47537
10.1.29.2,5,6,0,5,12,19,24,60,49,108,96,113,161,148,171,148,177,217,194,236,189,272,225,161,135,163,131,139,0,74,81,42,55,19,14,16,15,6,13,0,3699,1.64826,8.82811
10.1.30.2,3,6,4,15,6,25,13,50,59,71,82,92,140,125,202,224,247,205,224,212,203,254,237,173,197,162,147,91,121,0,36,11,25,25,10,14,12,5,4,0,3732,1.58608,6.18843
10.1.31.2,3,7,11,9,5,33,28,20,69,69,53,92,143,139,130,169,216,231,216,289,269,199,224,182,185,157,146,167,61,77,0,18,27,10,24,9,5,4,0,0,3696,1.54833,5.47624
10.1.32.2,0,7,9,7,6,14,37,41,83,82,112,81,161,124,174,222,194,230,235,207,229,195,155,208,200,78,120,151,95,116,46,0,34,55,6,27,8,15,0,0,3764,1.7025,8.83405
10.1.33.2,0,9,3,9,22,22,24,34,69,74,94,125,170,194,185,161,212,188,211,241,234,212,253,147,130,153,144,89,54,59,63,45,0,23,19,6,8,0,12,0,3698,1.95974,13.0765
10.1.34.2,0,12,11,9,18,26,42,35,63,45,86,76,150,119,164,221,212,190,228,207,205,184,247,189,173,163,208,134,95,76,39,25,33,0,9,15,5,6,6,0,3726,1.87168,10.923
10.1.35.2,0,0,0,0,11,21,21,21,62,52,77,76,161,192,229,179,178,192,251,277,218,244,222,224,211,116,100,96,95,44,42,52,44,3,0,4,10,0,9,0,3734,1.95663,13.4514
10.1.36.2,0,10,0,20,29,24,22,26,50,103,103,104,145,142,146,189,166,241,170,281,157,232,223,173,176,170,89,143,84,105,52,41,59,25,15,0,0,8,0,0,3723,1.83192,10.4288
10.1.37.2,0,0,0,12,7,8,28,47,50,76,79,130,131,158,154,199,132,289,300,177,224,250,225,178,144,131,115,98,85,59,67,24,17,29,0,15,0,4,0,0,3642,1.91126,12.3662
10.1.38.2,0,3,4,10,19,29,23,33,65,79,102,117,70,154,171,178,267,217,268,216,195,233,137,200,194,195,133,99,93,68,44,17,46,9,12,3,0,0,0,0,3703,1.88679,12.1053
10.1.39.2,0,6,3,14,18,16,13,25,57,72,63,102,88,181,174,184,198,262,214,230,225,228,182,185,185,128,126,149,79,90,68,50,25,14,18,13,8,0,0,0,3693,2.011,13.5299
10.1.40.2,0,6,21,8,18,14,25,45,36,42,95,142,141,174,169,201,169,222,188,206,189,261,220,205,147,96,197,102,112,72,58,48,43,40,3,16,0,15,0,0,3746,1.88626,12.0154
"Total de hormigas enviadas",148170
"Suma de las medias de los tiempos",67.3933
"Media de las medias de los tiempos",1.68483
"Varianza de las varianzas de los tiempos",10.3166
