 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.17.2,0,14,19,16,13,13,19,33,48,71,70,113,139,132,211,196,0,264,187,251,280,307,197,228,138,181,147,79,111,54,45,55,30,22,3,11,5,0,0,0,3702,1.62267,7.19017
10.1.18.2,15,12,12,0,9,11,46,39,35,63,72,109,183,130,208,165,193,0,273,251,292,169,232,230,201,169,134,107,84,70,31,51,31,26,21,11,10,15,0,0,3710,1.90425,13.7699
10.1.19.2,0,6,15,14,24,24,34,25,56,56,75,133,130,126,236,247,209,253,0,196,221,212,181,221,179,127,131,132,88,90,64,52,42,44,15,21,0,0,17,0,3696,1.93161,14.5158
10.1.20.2,0,10,10,11,12,22,23,64,49,71,117,146,119,182,104,215,135,199,255,0,259,236,255,214,209,154,156,137,112,56,94,45,34,18,26,0,0,0,0,0,3749,1.79789,11.2836
10.1.21.2,11,0,3,9,25,26,27,34,43,99,88,126,155,138,172,177,228,201,263,231,0,202,242,150,234,178,161,122,94,51,64,39,29,20,22,15,14,8,0,0,3701,1.74034,9.98261
10.1.22.2,3,4,10,14,11,18,44,60,72,60,78,64,108,164,163,194,185,260,277,209,293,0,186,190,160,139,146,96,94,90,69,56,35,32,12,36,10,6,5,0,3653,1.77632,10.1486
10.1.23.2,0,13,13,24,22,8,22,59,57,93,61,142,121,139,220,185,239,197,243,243,260,196,0,240,169,176,136,121,66,51,58,38,28,28,9,26,0,9,0,0,3712,1.76983,9.71564
10.1.24.2,16,12,5,23,11,12,16,67,56,70,91,110,132,163,224,158,204,226,259,247,281,209,196,0,214,164,106,106,90,61,43,46,13,42,0,9,9,0,4,0,3695,1.72798,9.33804
10.1.25.2,9,4,13,13,30,17,41,39,45,96,93,111,122,129,216,182,186,202,241,261,239,260,200,194,0,152,181,102,97,64,49,34,11,8,4,16,13,11,5,0,3690,1.57143,6.1567
10.1.26.2,0,4,17,10,24,27,42,59,58,76,40,114,138,149,136,272,198,274,214,233,270,212,215,140,148,0,108,140,135,97,30,68,17,8,9,20,14,3,0,0,3719,1.52408,5.15818
10.1.27.2,0,12,9,10,3,32,28,35,49,86,128,88,125,156,149,204,204,281,214,249,229,184,154,197,193,172,0,123,70,88,78,38,19,20,21,25,8,0,0,0,3681,1.57593,6.29852
10.1.28.2,6,6,6,24,34,12,21,39,55,44,60,84,163,122,207,214,186,270,249,262,238,221,179,155,228,177,154,0,66,85,68,36,0,30,17,19,10,3,6,0,3756,1.68314,7.79403
10.1.29.2,0,0,4,23,19,31,9,36,61,46,64,89,107,157,188,200,294,255,219,212,228,206,223,145,189,127,194,129,0,61,53,53,27,10,3,26,20,5,0,0,3713,1.69844,8.63646
10.1.30.2,0,0,14,8,0,8,21,44,35,92,80,78,124,162,187,197,212,218,225,227,226,236,272,211,106,150,142,98,116,0,68,40,28,35,21,6,6,8,0,0,3701,1.53076,4.9395
10.1.31.2,3,0,4,13,7,7,32,65,27,67,91,63,90,177,198,210,189,222,240,210,212,247,219,165,166,178,131,77,128,79,0,47,60,27,13,8,9,9,0,0,3690,1.45858,3.28974
10.1.32.2,3,0,0,8,6,17,33,38,26,64,90,121,146,135,192,176,156,173,227,228,206,251,202,216,135,175,145,110,90,102,95,0,60,22,7,9,17,0,0,0,3681,1.48164,4.31804
10.1.33.2,0,0,6,0,22,27,47,24,34,83,67,102,124,137,165,232,194,215,197,294,242,217,211,227,138,148,145,88,94,83,43,53,0,26,4,8,0,12,0,0,3709,1.87152,11.4864
10.1.34.2,3,3,8,6,15,17,20,44,43,101,84,109,120,139,189,185,274,208,246,239,203,214,253,190,167,137,121,94,77,67,39,13,50,0,14,9,7,0,6,0,3714,1.98549,13.3762
10.1.35.2,0,20,0,24,29,21,38,19,50,79,86,77,127,210,132,173,186,230,230,252,206,236,224,192,195,191,118,81,55,76,40,52,20,24,0,29,4,4,0,0,3730,2.06741,14.2402
10.1.36.2,5,0,6,17,9,25,23,35,61,52,110,140,117,201,113,174,164,248,176,259,190,225,233,168,160,104,144,89,98,113,51,51,42,27,16,0,20,0,0,0,3666,1.90462,12.8143
10.1.37.2,5,6,4,3,20,35,29,39,67,79,100,115,147,116,156,188,203,247,198,224,245,182,154,201,184,174,125,125,65,95,26,32,26,10,20,33,0,0,3,0,3681,2.03255,14.7491
10.1.38.2,4,6,5,13,34,30,12,55,50,34,71,141,184,122,171,187,220,253,300,215,262,259,193,140,162,99,115,107,88,56,41,35,33,25,3,3,0,0,3,0,3731,1.892,11.6803
10.1.39.2,5,11,6,18,16,0,44,33,51,45,116,104,106,152,180,241,205,274,223,248,194,193,194,182,153,148,121,150,70,70,68,29,39,19,8,5,5,9,0,0,3735,1.95878,13.0321
10.1.40.2,6,12,0,5,27,43,63,14,32,73,93,147,112,138,171,170,233,195,202,226,250,204,213,148,163,136,108,131,91,75,39,32,49,38,22,16,10,3,4,0,3694,1.96335,13.2213
"Total de hormigas enviadas",148163
"Suma de las medias de los tiempos",67.7334
"Media de las medias de los tiempos",1.69334
"Varianza de las varianzas de los tiempos",10.9209
