 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,0,14,9,8,34,10,32,30,27,105,136,119,131,131,180,251,245,218,241,204,216,187,197,129,215,118,123,74,59,47,71,39,26,15,27,0,4,9,0,3681,1.56654,6.00954
10.1.2.2,0,0,14,5,7,14,42,36,97,65,91,104,178,146,134,185,203,218,192,201,214,227,216,117,137,168,159,76,99,60,90,78,38,34,7,14,15,0,11,0,3692,1.52049,5.5764
10.1.3.2,0,7,0,7,18,0,36,43,49,45,94,104,84,175,203,175,160,223,237,230,241,242,201,210,190,135,110,110,84,64,64,35,26,43,26,16,6,3,0,0,3696,1.4871,4.2121
10.1.4.2,4,0,10,0,12,18,10,57,39,79,98,118,140,140,169,225,219,165,273,258,180,231,212,162,158,147,108,118,110,63,59,41,21,37,23,6,10,0,5,0,3725,1.49737,4.73245
10.1.5.2,0,4,0,15,0,26,39,30,50,44,91,123,114,117,141,251,276,191,219,208,208,231,192,218,154,152,134,124,65,69,25,32,55,19,41,4,22,0,5,0,3689,1.69205,8.99381
10.1.6.2,0,11,10,20,8,0,21,38,73,36,87,121,98,163,220,150,223,278,193,291,243,156,168,205,177,177,159,112,74,48,49,60,13,8,10,8,7,15,3,0,3733,1.59611,7.21784
10.1.7.2,5,0,3,13,16,17,0,51,68,77,55,132,99,161,174,161,172,198,248,228,215,235,248,174,189,184,107,114,130,61,36,36,27,17,15,0,14,10,0,0,3690,1.45225,4.13683
10.1.8.2,0,3,5,5,12,46,38,0,45,37,89,96,148,138,127,180,187,177,275,274,222,199,255,191,184,146,145,134,81,62,59,48,19,26,3,6,9,5,3,0,3679,1.59114,7.1308
10.1.9.2,8,5,0,4,9,25,30,64,0,56,91,89,179,149,181,206,189,205,173,181,276,233,274,181,162,115,110,106,86,100,59,44,33,21,16,14,9,10,7,0,3700,1.64511,8.33768
10.1.10.2,6,4,6,3,17,15,54,35,65,0,76,78,118,152,130,191,245,152,235,251,209,262,223,195,147,160,120,120,98,73,49,34,33,28,11,22,12,0,6,0,3635,1.50152,4.20279
10.1.11.2,5,9,6,19,21,8,33,73,58,78,0,123,111,207,113,147,189,256,249,268,259,217,175,177,159,151,160,62,44,57,82,40,35,25,17,5,3,5,4,0,3650,1.51965,5.33861
10.1.12.2,0,0,29,4,7,33,27,25,72,93,79,0,123,181,227,180,246,184,267,193,301,229,171,187,164,181,137,85,58,44,30,42,26,18,15,0,5,4,6,0,3673,1.6731,8.86331
10.1.13.2,0,4,0,21,18,26,15,48,89,89,105,102,0,178,138,230,156,204,219,179,222,252,249,200,193,154,117,130,77,69,54,43,52,0,20,33,16,0,0,0,3702,1.44289,3.41069
10.1.14.2,0,6,16,14,15,22,25,28,71,54,158,75,97,0,170,214,197,243,167,211,238,195,208,228,207,210,124,81,119,83,52,54,34,27,10,3,5,15,4,0,3680,1.54395,6.05236
10.1.15.2,6,4,8,23,16,33,37,57,76,101,106,101,159,148,0,204,218,196,199,223,264,223,203,175,191,164,143,89,97,62,58,69,19,13,12,3,9,0,0,0,3709,1.51654,4.62015
10.1.16.2,10,7,4,0,26,14,29,42,47,98,95,94,157,165,186,0,275,213,251,200,183,194,184,173,195,191,168,108,96,89,39,61,27,31,10,17,0,9,0,0,3688,1.41355,2.89094
10.1.17.2,0,14,10,9,17,19,34,27,49,69,93,93,160,226,171,252,0,289,240,235,273,201,210,178,169,176,111,80,85,51,61,40,29,13,22,11,6,8,0,0,3731,1.69109,9.30387
10.1.18.2,0,4,10,0,30,39,40,59,75,61,98,131,109,214,137,244,222,0,262,236,227,289,166,187,169,163,116,94,41,68,51,58,41,33,25,7,0,3,4,0,3713,1.73745,10.4118
10.1.19.2,14,5,16,13,13,23,44,27,46,101,113,122,145,115,172,242,234,180,0,188,240,244,183,216,209,140,91,125,128,81,82,40,24,38,26,20,6,0,0,0,3706,1.68727,9.26191
10.1.20.2,0,8,4,11,38,0,52,61,95,96,82,128,132,157,187,163,216,264,212,0,233,243,244,190,156,112,165,115,76,53,60,72,41,31,0,15,9,7,0,0,3728,1.86464,12.6952
10.1.21.2,6,10,17,3,11,13,41,28,32,62,91,124,153,188,224,195,230,235,235,294,0,242,227,152,198,113,189,76,76,75,40,62,52,15,7,19,9,0,3,0,3747,1.86275,12.6608
10.1.22.2,10,14,5,22,13,31,26,44,44,88,107,124,112,172,172,249,237,173,248,218,288,0,129,197,208,149,142,92,90,37,69,50,41,27,14,12,5,14,0,0,3673,1.74638,9.59078
10.1.23.2,0,3,20,8,16,10,24,46,69,95,63,101,107,166,169,226,272,265,204,207,234,239,0,156,179,169,102,174,95,86,55,49,25,18,10,12,11,11,10,0,3706,1.72248,9.44202
10.1.24.2,5,0,10,0,20,14,37,41,75,72,117,101,182,113,156,175,163,242,276,184,203,251,201,0,158,145,204,118,126,69,44,80,30,24,16,20,3,0,6,0,3681,1.83738,12.1608
10.1.25.2,0,9,29,8,34,31,31,28,53,79,63,123,141,207,132,176,218,247,280,220,197,230,169,179,0,129,147,121,84,92,83,49,36,19,25,13,17,0,0,0,3699,1.49633,4.24201
10.1.26.2,4,6,11,9,8,31,38,62,88,117,92,121,135,180,180,196,147,186,292,265,205,186,231,224,178,0,146,82,92,65,53,35,25,16,0,5,6,8,14,0,3739,1.63803,8.17608
10.1.27.2,0,0,16,3,17,27,37,27,51,96,142,93,95,150,175,235,231,212,199,280,226,199,248,172,193,141,0,99,92,71,66,64,26,19,22,13,0,4,0,0,3741,1.53841,5.13619
10.1.28.2,5,5,0,16,17,16,32,36,56,85,122,69,144,120,158,198,163,210,197,256,313,234,223,198,115,151,143,0,72,87,64,61,32,6,13,8,30,8,0,0,3663,1.47055,3.9101
10.1.29.2,8,10,6,11,36,15,24,56,71,69,82,108,135,157,136,217,224,236,246,279,212,212,218,167,161,165,106,101,0,43,80,37,21,24,20,6,16,12,0,0,3727,1.6593,8.83799
10.1.30.2,3,0,4,3,4,8,34,26,27,68,72,85,139,162,191,227,219,247,214,222,195,242,235,192,173,154,139,118,110,0,43,38,20,40,26,7,10,0,0,0,3697,1.5443,5.75697
10.1.31.2,5,5,6,7,57,15,42,60,49,59,104,141,158,161,150,171,186,193,204,245,266,206,214,191,131,146,92,71,133,56,0,78,21,41,10,14,5,4,3,0,3700,1.58204,6.07773
10.1.32.2,10,5,10,16,9,35,24,57,77,63,137,95,148,132,165,176,146,194,173,267,219,228,207,147,172,122,123,132,142,77,42,0,44,17,27,17,10,6,3,0,3674,1.53453,5.42317
