 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.33.2,6,0,0,25,22,38,14,30,52,65,104,104,143,139,132,209,252,224,222,166,237,208,217,200,165,183,103,125,71,89,50,36,0,28,10,20,5,4,0,0,3698,1.92656,13.2434
10.1.34.2,4,3,6,9,8,22,56,37,74,40,97,73,128,150,194,137,149,167,265,219,204,261,305,147,258,166,96,132,81,63,34,12,34,0,15,22,6,0,0,0,3674,1.91921,12.0268
10.1.35.2,0,0,24,20,22,22,33,51,48,55,70,100,116,180,126,198,222,267,226,243,201,171,213,207,158,154,169,92,82,59,61,41,24,16,0,3,6,12,0,0,3692,2.09587,16.0509
10.1.36.2,0,0,12,4,11,51,45,37,50,96,110,90,123,175,218,240,191,228,216,197,271,206,198,152,150,119,121,110,91,54,65,44,32,19,11,0,0,4,3,0,3744,1.99881,13.894
10.1.37.2,0,0,4,4,29,47,39,21,51,87,81,116,123,183,190,154,229,238,215,195,195,244,209,118,239,126,109,96,126,77,49,35,31,20,18,5,0,5,4,0,3712,1.93074,12.8497
10.1.38.2,6,11,4,11,15,24,19,22,63,41,110,112,107,103,173,196,238,264,216,236,165,244,241,253,146,160,106,120,119,49,44,29,33,28,11,20,4,0,0,0,3743,1.87877,9.40387
10.1.39.2,3,3,9,11,27,36,41,58,84,47,64,121,119,136,141,209,219,213,242,246,236,154,236,195,147,128,142,101,81,39,49,48,37,6,11,3,14,6,0,0,3662,1.90757,12.0634
10.1.40.2,0,6,10,8,5,25,56,36,52,68,107,90,177,161,150,161,247,214,226,162,214,169,178,182,200,186,127,119,86,56,77,57,31,24,27,9,6,6,0,0,3715,2.05145,15.2111
"Total de hormigas enviadas",147987
"Suma de las medias de los tiempos",66.9813
"Media de las medias de los tiempos",1.67453
"Varianza de las varianzas de los tiempos",12.5453
