 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,0,3,9,4,14,43,79,53,40,98,94,98,124,152,236,201,207,197,226,275,251,176,185,155,127,125,149,98,89,67,23,37,42,13,11,4,4,7,0,3716,1.62515,7.93778
10.1.2.2,0,0,0,12,14,18,24,50,71,77,96,129,87,140,181,177,217,239,207,229,224,256,246,166,160,132,85,94,110,115,35,73,18,26,20,12,0,0,0,0,3740,1.60544,7.32045
10.1.3.2,8,6,0,0,10,19,42,40,70,24,81,125,168,192,177,141,206,215,246,268,212,204,201,176,160,167,135,102,100,71,79,34,29,10,9,8,0,3,0,0,3738,1.46483,3.77172
10.1.4.2,0,0,10,0,22,19,35,74,26,47,86,139,110,110,178,190,195,228,181,202,219,226,186,233,215,130,132,99,103,96,60,34,60,12,6,8,5,5,6,0,3687,1.56996,6.57275
10.1.5.2,10,6,0,17,0,18,44,39,67,41,63,132,115,156,163,233,224,227,243,235,167,245,177,199,161,148,133,130,71,69,53,34,43,18,0,17,12,5,4,0,3719,1.60321,7.45764
10.1.6.2,6,9,13,4,14,0,36,35,79,48,86,55,102,149,173,185,214,212,319,236,223,218,202,173,184,165,155,80,83,62,44,41,30,30,29,11,8,0,0,0,3713,1.55515,5.84934
10.1.7.2,0,0,3,12,11,27,0,22,51,31,101,135,117,112,137,201,180,260,260,299,216,214,241,176,179,177,176,118,70,57,38,27,14,33,3,9,24,0,5,0,3736,1.56648,6.28434
10.1.8.2,3,6,16,9,11,11,27,0,32,89,86,131,148,152,187,176,224,212,276,227,173,216,223,180,220,202,97,68,57,68,42,27,56,0,9,3,16,0,3,0,3683,1.56781,5.76483
10.1.9.2,5,0,0,9,14,21,20,87,0,45,91,122,131,171,158,220,198,175,170,226,255,230,220,180,198,187,141,93,82,81,46,37,38,13,17,9,4,6,8,0,3708,1.5589,5.98299
10.1.10.2,4,13,8,8,4,28,38,18,50,0,120,84,143,125,172,221,146,200,245,227,254,214,201,175,166,153,211,117,66,72,40,40,38,52,18,7,3,0,0,0,3681,1.49494,3.83728
10.1.11.2,0,0,6,20,11,11,20,33,56,74,0,99,138,175,165,185,259,234,253,244,207,297,204,224,173,118,105,87,93,62,40,32,27,17,24,8,3,4,10,0,3718,1.57325,6.39696
10.1.12.2,0,13,3,10,22,6,27,50,73,81,96,0,150,162,151,193,221,232,206,266,238,248,211,182,193,174,118,86,82,71,38,21,19,20,18,0,18,6,0,0,3705,1.64104,8.2538
10.1.13.2,0,0,5,3,14,21,37,37,51,68,84,124,0,129,171,213,201,228,232,218,275,233,229,202,181,152,169,132,58,58,72,33,21,23,6,0,3,0,0,0,3683,1.44062,3.51613
10.1.14.2,9,5,16,16,22,20,51,40,57,59,109,145,119,0,200,202,197,191,235,192,202,222,214,263,144,142,142,119,59,64,88,66,19,24,42,13,15,15,11,0,3749,1.6443,8.04045
10.1.15.2,0,3,8,24,23,24,13,51,49,84,133,96,170,173,0,175,192,184,257,220,178,271,178,271,172,153,121,155,71,81,64,50,31,23,9,14,0,17,6,0,3744,1.57111,6.15717
10.1.16.2,0,3,0,10,24,40,32,55,47,70,56,94,133,115,176,0,258,212,211,229,284,230,200,244,197,147,88,119,107,82,93,75,3,20,17,7,0,0,0,0,3678,1.59219,6.81592
10.1.17.2,6,9,16,25,7,14,31,51,85,65,67,115,143,150,222,218,0,215,190,209,252,228,219,190,197,135,140,80,68,89,84,34,28,25,9,27,11,11,7,0,3672,1.65493,8.18643
10.1.18.2,0,14,0,9,23,8,26,40,70,69,78,97,115,190,221,176,195,0,225,240,245,270,190,220,161,201,150,120,93,67,64,39,25,34,17,4,3,6,0,0,3705,1.67096,8.51187
