 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.19.2,6,0,5,12,21,31,56,42,65,79,63,134,73,154,166,236,236,223,0,217,247,243,270,188,165,153,151,92,103,88,34,52,42,22,20,17,13,0,0,0,3719,1.75227,10.2268
10.1.20.2,9,4,7,8,16,28,32,51,42,51,101,110,150,169,228,266,247,216,205,0,215,237,248,201,175,204,159,96,81,32,32,45,20,21,18,11,7,5,5,0,3752,1.77782,11.2669
10.1.21.2,5,8,5,13,8,23,33,31,53,122,97,132,123,169,207,219,210,198,252,260,0,212,208,170,156,180,107,103,98,47,75,40,41,7,20,20,14,22,31,0,3719,1.73644,10.3286
10.1.22.2,4,0,0,8,16,28,41,52,60,73,129,93,152,134,141,230,216,231,194,214,233,0,230,170,182,194,182,129,95,88,47,38,25,30,6,0,9,29,0,0,3703,1.62166,7.6608
10.1.23.2,10,10,7,25,16,9,37,30,55,84,84,99,136,136,203,205,238,175,268,274,240,261,0,245,130,154,140,96,60,71,53,43,24,31,16,28,0,0,0,0,3693,1.85268,11.8281
10.1.24.2,0,0,3,10,16,22,48,53,91,94,99,102,139,154,228,182,256,184,221,237,214,209,194,0,145,143,156,87,92,81,73,34,29,23,25,12,10,8,0,0,3674,1.86279,11.9305
10.1.25.2,0,11,9,0,34,34,42,73,55,52,78,127,172,152,157,198,237,229,263,274,246,164,219,200,0,120,113,91,96,49,69,25,22,32,9,9,5,0,6,0,3672,1.61287,7.1566
10.1.26.2,0,12,10,8,21,0,34,58,78,62,102,79,158,140,196,153,244,254,254,265,247,182,228,199,206,0,149,65,99,50,19,40,26,30,30,10,5,0,4,0,3717,1.57032,5.82298
10.1.27.2,0,11,0,11,25,11,46,45,60,72,79,102,120,170,190,208,237,235,239,175,163,256,212,184,185,172,0,128,111,82,41,41,38,18,14,3,9,10,0,0,3703,1.51841,4.92741
10.1.28.2,0,0,7,5,6,30,28,31,72,63,87,87,139,112,177,224,184,270,260,248,251,254,231,220,151,134,136,0,60,63,74,22,14,29,4,12,17,6,3,0,3711,1.56878,6.49212
10.1.29.2,9,4,18,9,3,5,27,45,67,95,73,151,166,141,168,198,132,232,197,215,243,220,231,203,176,149,135,81,0,61,58,29,41,33,12,9,12,14,3,0,3665,1.53883,5.35907
10.1.30.2,3,3,13,12,13,19,20,20,46,60,102,113,136,186,165,228,201,220,197,256,208,195,197,227,154,167,114,148,90,0,65,25,42,28,12,0,6,6,4,0,3701,1.51296,4.87431
10.1.31.2,0,12,3,11,13,17,24,45,58,76,59,105,125,164,160,162,182,215,285,254,236,162,191,220,194,171,96,105,114,69,0,34,30,18,15,6,3,4,0,0,3638,1.61328,6.02575
10.1.32.2,0,6,18,9,6,33,10,33,79,68,63,98,148,175,150,173,250,249,184,252,236,230,267,181,156,134,163,102,67,84,32,0,20,22,6,5,11,5,0,0,3725,1.55367,5.70038
10.1.33.2,0,3,0,21,3,33,33,33,87,75,74,117,166,145,157,150,174,225,238,224,264,261,156,157,216,129,118,147,45,77,47,47,0,21,12,10,12,10,0,0,3687,2.01457,14.0271
10.1.34.2,3,4,0,12,19,26,0,24,62,33,66,108,126,181,233,175,189,254,239,210,246,150,232,182,134,144,114,133,138,53,71,56,61,0,7,8,10,0,0,0,3703,1.8523,10.3841
10.1.35.2,0,9,10,18,10,12,24,49,41,64,92,97,117,145,217,236,215,180,169,169,256,198,275,197,157,161,176,96,53,85,44,41,40,25,0,15,4,18,0,0,3715,1.91601,12.0145
10.1.36.2,5,0,6,8,36,17,38,49,65,98,116,93,100,178,189,177,225,177,162,215,205,211,207,223,160,113,154,67,94,95,30,47,41,25,14,0,16,0,0,0,3656,1.89524,12.0791
10.1.37.2,0,6,10,5,11,34,14,45,58,82,109,113,122,134,195,212,156,232,206,256,241,203,226,188,144,138,123,100,71,73,51,39,33,30,10,11,0,5,5,0,3691,1.84405,11.0048
10.1.38.2,3,6,11,7,21,28,25,65,72,56,105,109,143,155,152,204,218,219,176,246,252,215,246,153,91,165,100,85,84,101,39,20,30,24,8,9,12,0,6,0,3661,2.01582,14.7919
10.1.39.2,0,3,4,21,21,31,37,68,56,55,124,100,106,147,152,182,198,194,229,200,215,232,234,159,198,208,99,86,90,49,47,54,12,9,14,0,0,14,0,0,3648,2.01101,13.3446
10.1.40.2,0,6,22,5,14,18,21,44,63,42,101,104,189,129,187,175,227,256,242,229,245,222,201,181,127,169,109,124,78,47,55,37,23,33,16,5,4,9,0,0,3759,1.9457,12.6246
"Total de hormigas enviadas",148087
"Suma de las medias de los tiempos",66.9878
"Media de las medias de los tiempos",1.67469
"Varianza de las varianzas de los tiempos",8.89124
