 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.16.2,0,10,4,12,0,18,26,18,40,66,93,67,112,118,193,0,261,282,247,227,286,180,220,210,198,197,88,109,154,83,63,32,57,18,4,0,8,5,4,0,3710,1.75694,10.7089
10.1.17.2,0,6,15,11,17,15,33,18,45,106,116,100,132,146,172,189,0,253,269,317,293,211,190,168,205,163,130,73,93,68,71,41,34,29,15,3,6,0,6,0,3759,1.64613,7.52435
10.1.18.2,10,0,0,8,23,17,16,61,39,115,151,94,84,162,225,194,192,0,210,253,231,286,279,166,162,186,100,121,80,61,60,37,41,36,18,14,0,0,3,0,3735,1.82649,12.2889
10.1.19.2,0,3,12,5,30,9,32,56,39,42,109,155,130,141,180,226,210,256,0,240,195,303,204,193,215,120,102,82,108,72,51,61,38,18,8,4,24,0,0,0,3673,1.68091,8.65961
10.1.20.2,5,0,0,18,30,3,27,27,57,92,87,84,121,131,182,140,259,249,228,0,264,227,289,207,217,164,88,135,111,53,37,39,60,30,13,17,7,16,5,0,3719,1.69395,7.91262
10.1.21.2,6,0,9,13,23,31,47,49,56,70,87,101,127,152,155,211,207,215,270,285,0,211,240,220,194,131,111,79,66,56,65,61,40,28,18,13,6,5,0,0,3658,1.76954,9.86026
10.1.22.2,0,10,17,10,15,63,22,39,60,69,77,124,127,139,184,178,189,224,272,220,224,0,193,180,188,244,152,81,114,82,49,92,27,25,26,12,19,5,0,0,3752,1.71456,8.72186
10.1.23.2,0,7,17,8,28,0,46,46,70,78,113,98,109,183,154,225,252,200,241,246,183,210,0,195,238,157,132,117,106,97,44,46,36,21,23,4,8,0,0,0,3738,1.58744,6.69686
10.1.24.2,6,10,11,9,19,33,53,32,46,54,113,149,124,166,146,181,201,272,247,205,240,205,229,0,123,135,169,114,85,84,40,30,24,22,21,12,14,4,0,0,3628,1.69905,8.80704
10.1.25.2,6,13,10,10,19,24,25,64,61,56,108,107,124,192,167,241,167,232,267,187,259,212,186,233,0,114,125,136,53,97,31,50,46,44,14,13,34,6,0,0,3733,1.60283,6.9977
10.1.26.2,6,5,6,6,4,29,49,39,38,85,89,135,146,130,194,193,170,197,231,242,210,190,187,201,162,0,158,100,142,60,79,46,34,17,21,33,11,7,0,0,3652,1.54623,5.28099
10.1.27.2,3,8,6,17,24,31,23,53,43,70,84,103,110,136,102,230,226,237,219,291,242,234,272,170,165,97,0,124,88,61,76,66,34,21,25,11,5,0,0,0,3707,1.57175,6.01598
10.1.28.2,0,6,0,11,3,21,30,61,73,58,76,78,138,128,188,188,176,238,273,177,171,238,242,225,254,157,135,0,98,63,80,12,32,52,19,4,4,4,0,0,3713,1.82521,11.3687
10.1.29.2,7,0,3,19,16,34,28,53,43,48,91,84,89,163,213,115,268,171,216,251,219,180,254,244,184,183,126,106,0,70,60,45,22,21,14,22,0,10,0,0,3672,1.64697,7.36112
10.1.30.2,6,10,0,15,22,33,45,20,72,88,97,137,129,159,151,125,223,199,220,294,230,261,231,197,145,129,113,80,83,0,41,50,36,18,35,5,5,0,4,0,3708,1.80338,11.6293
10.1.31.2,0,5,20,6,8,18,27,64,67,103,115,121,116,168,178,183,178,196,268,193,164,229,237,199,131,151,160,125,92,72,0,46,18,8,24,19,0,9,0,0,3718,1.63853,7.70213
10.1.32.2,0,0,10,9,18,20,28,19,92,65,74,90,182,150,164,167,234,263,191,205,258,202,255,125,184,137,104,161,96,59,73,0,29,22,16,14,6,5,0,0,3727,1.40399,2.11619
10.1.33.2,4,0,6,10,22,15,47,23,68,34,84,81,142,168,229,109,165,191,265,207,270,178,188,167,201,167,176,93,92,98,33,36,0,23,14,15,10,11,11,0,3653,1.91974,12.1704
10.1.34.2,0,0,4,10,18,28,31,66,56,60,88,128,151,104,166,203,215,203,249,266,146,225,192,223,186,131,158,91,109,40,65,57,25,0,11,14,0,0,0,0,3719,2.01613,14.8327
10.1.35.2,0,12,15,23,20,30,27,43,44,70,96,90,126,134,189,226,251,175,261,209,243,215,209,196,148,130,135,84,45,101,48,82,18,17,0,8,0,3,0,0,3723,1.91693,12.212
10.1.36.2,0,9,10,5,14,23,32,57,57,95,82,96,114,144,143,160,224,220,232,225,219,239,217,157,152,176,107,96,65,61,71,30,46,15,17,0,21,0,0,0,3631,1.68794,7.20107
10.1.37.2,0,0,20,5,9,12,22,52,52,79,74,90,80,140,202,211,161,250,177,267,169,219,257,156,159,167,127,125,128,61,59,60,25,19,16,21,0,0,10,0,3681,1.97307,13.4731
10.1.38.2,6,8,21,6,11,24,28,29,83,54,119,58,129,155,145,234,211,197,212,264,242,241,206,172,165,132,120,130,39,78,52,47,43,39,23,10,3,0,5,0,3741,1.88009,10.7001
10.1.39.2,0,0,16,18,15,10,21,45,48,83,92,110,164,159,180,229,216,224,200,216,249,231,163,188,137,132,118,113,95,61,60,45,51,12,3,12,18,0,0,0,3734,1.94786,11.8118
10.1.40.2,9,15,10,17,7,19,18,25,40,79,80,80,136,183,186,173,183,269,268,168,312,241,195,148,117,186,144,71,67,39,50,33,31,44,13,22,9,0,0,0,3687,2.02314,14.8566
"Total de hormigas enviadas",148304
"Suma de las medias de los tiempos",67.1158
"Media de las medias de los tiempos",1.6779
"Varianza de las varianzas de los tiempos",10.5134
