 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.23.2,3,6,17,13,19,27,15,29,97,57,99,96,130,198,197,132,223,193,279,293,247,243,0,185,194,151,128,59,138,66,57,32,27,34,23,7,4,3,6,0,3727,1.7532,9.91121
10.1.24.2,21,9,3,15,12,14,40,33,47,100,58,116,129,115,197,199,234,230,192,219,229,244,262,0,179,98,130,99,81,74,59,76,31,15,17,0,4,0,6,0,3587,1.69858,8.40864
10.1.25.2,4,0,0,22,11,3,36,29,26,69,102,62,164,109,164,185,244,231,238,279,221,285,177,242,0,146,174,103,87,81,70,52,16,47,8,11,11,0,0,0,3709,1.43367,3.99219
10.1.26.2,3,0,5,5,23,26,45,40,71,67,80,111,111,194,165,208,224,239,262,238,232,194,185,215,185,0,146,127,85,69,45,29,46,14,12,11,12,0,0,0,3724,1.5428,5.42196
10.1.27.2,12,9,21,3,23,27,20,23,67,89,123,87,92,114,156,168,200,215,237,260,198,250,237,247,171,143,0,138,68,65,48,42,29,30,30,14,0,4,4,0,3664,1.42076,2.41955
10.1.28.2,0,0,5,15,19,25,34,61,46,54,112,103,144,200,174,232,192,247,223,236,221,200,175,220,154,125,131,0,134,57,31,35,17,35,16,11,15,0,6,0,3705,1.61061,7.29259
10.1.29.2,14,0,0,10,15,32,52,58,30,38,96,75,144,192,206,169,220,247,203,225,221,229,227,192,163,110,183,131,0,82,38,47,41,13,10,8,0,0,3,0,3724,1.57199,6.43103
10.1.30.2,5,0,3,0,33,12,19,46,80,46,110,98,158,146,168,213,211,224,267,239,246,213,199,211,151,157,117,100,89,0,32,29,30,22,20,9,6,13,0,0,3722,1.43626,3.07035
10.1.31.2,4,4,3,0,14,14,30,44,72,77,124,119,122,186,164,165,182,185,185,259,203,205,218,174,153,204,122,117,113,66,0,24,56,23,9,5,0,0,6,0,3651,1.5845,5.89314
10.1.32.2,0,6,0,0,5,11,10,38,58,78,95,117,105,139,169,210,222,227,194,188,256,177,269,211,169,177,136,139,95,41,57,0,30,12,17,6,7,4,3,0,3678,1.5205,5.08616
10.1.33.2,0,0,6,24,10,20,37,47,45,66,68,98,85,132,210,181,197,213,207,211,198,257,238,197,227,191,138,92,95,61,67,43,0,33,15,11,0,10,12,0,3742,2.04704,14.6525
10.1.34.2,0,8,18,3,15,20,40,60,48,116,43,82,129,162,208,201,217,183,221,201,228,194,254,215,165,127,151,82,107,66,46,45,26,0,4,25,9,5,6,0,3730,2.00666,14.315
10.1.35.2,0,0,5,14,11,4,18,30,41,68,86,122,172,185,182,129,208,221,253,200,180,188,199,197,199,137,160,133,52,40,96,39,26,44,0,3,6,13,0,0,3661,1.97661,13.9046
10.1.36.2,0,0,0,7,8,27,20,39,77,99,86,123,158,149,173,187,258,127,272,206,234,230,179,208,171,124,118,115,87,56,36,61,35,8,12,0,5,11,0,0,3706,1.8669,12.3174
10.1.37.2,0,5,0,10,9,14,37,9,62,43,133,98,112,126,168,182,188,228,256,263,254,189,246,213,165,130,152,119,104,92,27,25,11,22,9,9,0,12,5,0,3727,1.77909,9.12226
10.1.38.2,0,6,23,9,11,14,34,37,31,67,71,130,103,132,169,163,202,251,257,242,204,226,149,233,166,192,118,108,89,55,56,43,60,12,24,4,4,0,5,0,3700,2.01222,14.344
10.1.39.2,10,6,7,11,7,24,23,31,37,94,72,105,147,162,137,169,224,203,237,263,233,196,213,169,196,152,135,116,68,47,86,47,25,20,12,13,8,3,0,0,3708,1.91844,12.3917
10.1.40.2,0,0,0,0,15,4,9,52,29,44,99,106,149,114,146,193,255,192,230,271,225,245,198,202,182,143,127,111,127,57,83,31,33,24,26,0,6,0,0,0,3728,1.98031,13.6153
"Total de hormigas enviadas",147774
"Suma de las medias de los tiempos",66.8054
"Media de las medias de los tiempos",1.67014
"Varianza de las varianzas de los tiempos",14.9645
