 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,0,0,10,29,15,48,76,66,98,47,115,123,160,113,150,202,244,252,156,216,200,232,161,128,123,161,111,87,80,47,55,69,9,6,10,9,3,0,0,3611,1.57094,6.22627
10.1.2.2,0,0,19,14,3,33,29,39,43,43,80,149,145,172,177,235,219,154,228,232,191,257,204,134,223,110,153,89,71,82,49,29,44,30,11,13,4,4,5,0,3717,1.69293,9.50641
10.1.3.2,3,6,0,14,12,8,28,48,78,94,112,115,125,171,177,169,208,170,240,221,167,184,197,250,132,124,134,86,114,86,57,52,42,37,18,0,4,5,0,0,3688,1.48185,4.23184
10.1.4.2,4,0,9,0,10,13,26,43,70,69,101,112,106,130,168,157,187,218,255,244,238,233,239,135,210,129,167,130,47,59,21,38,38,20,23,0,0,0,0,0,3649,1.61453,7.57036
10.1.5.2,5,10,13,0,0,29,37,43,58,64,78,109,88,183,133,185,173,220,307,205,237,243,224,149,196,132,104,138,92,82,57,41,19,8,10,12,16,3,7,0,3710,1.5529,6.32039
10.1.6.2,5,0,8,10,33,0,48,26,55,54,90,112,96,140,155,190,252,280,208,275,180,138,201,189,134,215,136,133,55,77,61,26,22,17,17,28,8,0,3,0,3677,1.49008,4.79408
10.1.7.2,0,7,6,24,0,39,0,46,77,47,79,96,101,128,210,170,167,204,229,180,219,242,249,221,180,168,106,111,76,78,31,46,34,34,22,29,11,14,3,0,3684,1.5071,4.49651
10.1.8.2,5,7,0,9,5,10,38,0,39,40,98,124,136,140,163,252,200,236,249,235,202,269,177,197,164,221,131,93,63,96,56,45,17,23,4,6,4,6,4,0,3764,1.53622,5.22957
10.1.9.2,6,4,3,0,29,40,16,36,0,105,63,109,175,135,152,173,228,230,197,277,214,242,193,211,177,117,103,143,83,59,56,15,29,12,25,3,8,6,0,0,3674,1.55028,5.60871
10.1.10.2,5,0,9,9,28,0,36,44,70,0,60,92,145,120,178,195,223,212,250,287,191,206,201,228,155,160,138,114,92,96,24,24,34,21,7,18,16,6,0,0,3694,1.59906,7.17472
10.1.11.2,0,7,11,11,10,12,22,34,58,78,0,116,116,151,170,169,211,201,233,322,219,196,240,217,159,155,121,156,81,60,43,47,14,22,18,12,4,0,4,0,3700,1.53315,5.16197
10.1.12.2,6,0,9,13,18,17,15,43,50,74,57,0,163,154,123,189,230,228,227,218,186,239,213,213,180,175,152,117,115,50,52,37,22,33,16,0,7,0,8,0,3649,1.44724,2.91232
10.1.13.2,3,5,0,6,18,27,17,45,65,55,86,117,0,153,180,246,229,216,221,196,234,223,274,206,163,177,139,113,110,53,22,30,24,17,10,6,12,0,0,0,3698,1.51335,5.18928
10.1.14.2,0,3,15,7,19,19,25,22,74,94,71,62,180,0,144,199,267,264,255,211,228,251,202,185,144,153,98,154,87,116,42,37,34,23,6,0,0,3,0,0,3694,1.65843,7.97531
10.1.15.2,9,20,0,5,28,20,42,45,58,94,102,149,144,95,0,233,229,192,194,247,155,229,181,202,165,149,158,128,99,88,64,46,35,13,40,5,18,0,6,0,3687,1.50891,4.87659
10.1.16.2,0,6,0,4,10,7,40,58,53,71,95,99,134,160,193,0,189,228,238,270,254,215,202,210,133,178,170,94,96,102,56,57,30,26,11,3,21,3,0,0,3716,1.48377,4.40198
10.1.17.2,4,3,6,8,37,19,38,36,26,62,92,137,159,141,165,200,0,275,233,238,267,207,162,222,190,155,95,152,130,65,43,50,29,24,7,15,11,0,6,0,3709,1.58179,6.75937
10.1.18.2,0,0,7,9,29,39,37,45,55,75,116,97,210,130,239,174,222,0,226,258,271,237,179,214,200,137,106,96,47,60,57,48,39,12,8,9,20,0,0,0,3708,1.96082,14.9522
10.1.19.2,7,25,13,0,19,41,37,57,33,103,98,119,158,149,158,188,207,300,0,256,246,210,226,228,145,207,134,115,66,42,23,29,36,25,7,3,13,0,0,0,3723,1.7846,11.0734
10.1.20.2,7,0,0,5,19,10,33,35,71,60,109,121,134,189,186,217,296,230,222,0,173,233,219,194,142,193,157,82,93,63,46,37,48,19,14,13,10,0,8,0,3688,1.73534,9.84914
10.1.21.2,0,5,5,31,11,28,24,53,49,65,84,98,108,151,193,223,255,210,217,248,0,188,284,198,208,98,132,121,116,50,49,44,42,20,17,13,16,11,0,0,3665,2.0052,16.0387
10.1.22.2,3,17,12,14,25,25,21,42,30,74,133,78,110,131,147,194,263,250,249,245,241,0,261,143,153,184,103,132,81,63,81,52,44,16,7,12,16,13,11,0,3676,1.83683,12.5112
