 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.14.2,0,0,11,15,8,11,20,48,61,69,106,84,136,0,156,154,201,236,227,251,264,256,230,170,155,207,182,101,119,92,40,34,19,21,6,5,4,0,10,0,3709,1.51302,5.14847
10.1.15.2,4,6,3,12,18,13,33,31,57,93,96,106,120,123,0,178,261,186,184,243,230,300,214,213,171,166,128,97,98,95,66,55,13,3,8,19,4,6,8,0,3661,1.60302,7.38878
10.1.16.2,0,9,9,15,14,28,30,33,47,82,103,94,177,163,195,0,177,212,242,179,236,236,174,186,213,159,121,168,81,52,81,29,19,34,24,3,18,6,9,0,3658,1.58594,6.7542
10.1.17.2,5,5,19,8,22,23,36,20,23,80,78,125,139,125,201,208,0,197,291,274,221,225,241,150,154,195,148,129,99,77,38,33,31,16,13,27,9,6,0,0,3691,1.81327,10.8169
10.1.18.2,10,4,7,11,42,12,22,27,46,65,89,125,165,107,197,193,191,0,223,252,234,192,254,213,186,177,196,86,100,74,51,71,47,17,20,4,20,5,3,0,3738,1.54643,5.45697
10.1.19.2,6,3,19,18,39,10,40,57,68,87,89,109,84,139,158,212,280,257,0,204,182,205,220,210,207,131,151,137,91,47,94,45,40,21,9,18,10,3,0,0,3700,1.85253,12.0718
10.1.20.2,5,3,15,3,9,23,28,36,65,65,75,91,109,201,171,247,228,183,242,0,270,260,178,185,188,171,116,115,149,67,63,64,35,17,8,39,10,0,10,0,3744,1.87532,12.0637
10.1.21.2,5,12,9,11,19,32,39,52,82,63,112,138,132,148,186,222,226,213,279,203,0,204,232,174,136,186,110,103,82,87,35,46,41,17,29,11,4,0,5,0,3685,1.80929,10.887
10.1.22.2,4,5,8,13,15,13,41,22,38,109,91,103,163,154,153,183,226,224,294,254,232,0,214,225,125,175,155,95,79,84,87,28,21,32,14,6,13,0,0,0,3698,1.8661,12.3549
10.1.23.2,0,7,11,10,26,19,24,43,65,73,81,112,145,196,128,201,236,181,289,232,260,222,0,241,142,123,149,108,65,85,57,49,39,21,30,9,10,0,5,0,3694,1.7011,9.61132
10.1.24.2,4,0,23,5,8,26,22,28,64,84,84,81,185,117,157,200,173,211,255,219,247,234,235,0,189,142,125,103,89,85,66,66,34,14,20,29,5,10,6,0,3645,1.81992,11.3206
10.1.25.2,6,9,27,12,13,44,32,53,49,78,124,136,133,157,201,114,212,203,244,201,216,186,241,189,0,178,141,124,89,49,87,43,49,11,19,9,7,0,4,0,3690,1.45645,3.3316
10.1.26.2,4,11,4,19,3,21,31,47,85,83,55,94,81,158,199,250,233,199,266,213,210,186,250,224,149,0,121,96,109,33,66,29,50,29,13,0,5,14,9,0,3649,1.56757,6.05002
10.1.27.2,11,0,0,30,20,13,34,35,50,65,86,110,127,201,156,204,156,262,236,169,290,266,186,204,200,178,0,140,51,75,53,58,21,11,15,6,15,0,0,0,3734,1.49916,4.92125
10.1.28.2,0,3,17,3,8,19,22,55,78,90,74,121,98,111,212,225,218,211,245,253,241,208,214,147,181,132,156,0,109,52,48,66,12,12,0,10,14,13,0,0,3678,1.65702,7.98604
10.1.29.2,0,5,11,25,16,27,32,26,37,59,97,83,137,153,197,211,164,196,205,240,312,245,181,206,189,129,120,105,0,70,43,29,40,17,15,28,18,0,0,0,3668,1.48848,3.86232
10.1.30.2,0,0,14,12,23,20,16,25,46,82,119,133,115,102,193,181,192,174,277,206,210,259,177,157,210,123,189,144,79,0,47,87,28,30,20,18,8,8,16,0,3740,1.75357,9.74326
10.1.31.2,0,12,14,12,29,45,25,41,50,56,85,136,101,163,147,180,180,279,182,298,240,222,227,140,193,172,116,117,87,60,0,50,21,16,19,5,8,5,4,0,3737,1.57647,6.49952
10.1.32.2,5,10,8,0,17,8,34,41,38,106,68,107,142,167,125,186,176,234,281,200,223,236,223,225,189,109,139,99,101,62,54,0,32,30,11,16,0,4,18,0,3724,1.54474,5.81499
10.1.33.2,0,3,12,21,9,31,36,58,68,45,65,103,146,175,145,156,157,192,286,268,169,256,223,225,187,160,118,82,95,51,67,41,0,10,26,0,9,4,0,0,3699,1.82943,10.3439
10.1.34.2,0,10,0,3,37,21,22,43,48,55,76,90,102,164,120,219,253,291,209,197,229,153,275,176,154,177,166,94,64,77,82,31,34,0,9,10,7,9,0,0,3707,2.01993,14.5477
10.1.35.2,6,6,13,15,21,35,33,47,41,86,73,114,95,121,136,218,230,197,267,187,284,208,212,161,162,167,128,80,111,82,56,60,40,24,0,10,17,0,0,0,3743,1.70584,8.13208
10.1.36.2,6,12,14,13,15,32,35,18,46,59,90,115,111,171,178,199,248,192,274,239,238,162,243,152,170,121,112,104,62,54,75,59,46,12,25,0,9,7,0,0,3718,1.91879,11.9554
10.1.37.2,0,5,3,13,3,27,27,54,82,73,82,127,151,128,146,199,194,209,234,229,170,193,171,209,223,131,137,143,54,98,74,30,60,6,9,9,0,21,0,0,3724,1.75614,8.55827
10.1.38.2,0,12,8,6,23,19,23,56,53,70,72,101,112,130,163,168,253,212,190,226,227,222,224,207,147,174,153,104,107,78,46,52,30,7,11,8,15,0,0,0,3709,2.06853,15.7674
10.1.39.2,5,5,5,17,13,26,29,58,38,62,77,112,172,136,167,202,173,216,266,196,211,274,264,187,92,156,114,109,70,67,69,25,66,34,6,10,10,11,0,0,3750,1.79224,9.89017
10.1.40.2,5,0,10,6,33,32,40,27,67,71,108,100,147,138,179,172,184,190,191,251,173,191,193,236,173,132,159,85,78,67,39,49,42,30,15,3,0,10,0,0,3626,1.91843,11.7409
"Total de hormigas enviadas",148209
"Suma de las medias de los tiempos",66.5846
"Media de las medias de los tiempos",1.66462
"Varianza de las varianzas de los tiempos",10.402
