 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,7,3,8,13,29,32,29,81,72,92,85,145,137,154,228,208,214,190,266,272,205,176,267,182,114,97,95,83,85,50,17,24,32,16,6,13,10,6,0,3743,1.52325,5.65894
10.1.2.2,0,0,4,16,11,26,49,32,64,44,78,79,65,164,135,175,198,182,252,219,251,238,251,195,249,155,113,120,112,78,59,36,23,18,4,28,8,5,6,0,3742,1.59632,6.55319
10.1.3.2,9,12,0,7,23,4,20,62,50,62,96,87,164,123,181,187,195,239,237,231,197,212,177,193,161,180,116,118,82,61,53,33,45,33,18,0,0,9,9,0,3686,1.53995,5.40903
10.1.4.2,10,15,5,0,6,18,28,58,53,80,101,91,134,226,115,199,160,222,234,175,261,205,200,183,140,150,136,90,85,120,56,43,27,22,14,5,10,0,0,0,3677,1.58369,6.15709
10.1.5.2,0,0,10,0,0,26,61,42,61,75,77,95,128,166,146,255,175,267,198,160,269,222,263,188,144,155,129,97,80,53,18,23,18,33,21,9,4,0,3,0,3671,1.53192,5.72038
10.1.6.2,0,0,3,8,14,0,33,41,55,98,99,113,137,169,145,234,255,221,235,220,202,242,208,168,167,128,111,88,97,75,52,28,20,25,15,20,17,0,0,0,3743,1.61875,7.25424
10.1.7.2,10,3,0,10,8,37,0,42,65,109,113,82,144,133,173,189,256,180,186,214,252,203,190,174,183,150,140,75,81,132,67,31,54,11,18,3,6,5,0,0,3729,1.58523,6.2011
10.1.8.2,0,4,0,11,0,13,29,0,67,62,80,111,124,132,153,226,214,273,196,267,196,249,150,198,162,191,148,99,79,79,84,31,30,20,4,26,6,0,9,0,3723,1.5422,5.44695
10.1.9.2,6,0,5,8,19,14,19,53,0,56,61,114,136,152,192,232,209,176,233,224,225,231,151,249,198,164,116,75,94,76,61,42,39,26,28,6,15,10,9,0,3724,1.50253,4.73575
10.1.10.2,0,9,0,6,10,25,62,68,63,0,78,103,117,192,148,197,182,245,230,225,205,253,234,213,181,144,123,92,134,67,40,42,31,12,15,4,6,3,0,0,3759,1.45649,4.2647
