 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.11.2,0,8,0,13,0,23,37,54,68,90,0,103,162,102,170,187,190,197,241,198,226,192,282,166,190,130,123,114,109,69,50,50,22,53,12,10,14,0,5,0,3660,1.49345,4.60006
10.1.12.2,0,0,8,3,12,19,32,42,83,73,57,0,103,157,129,204,178,238,238,243,242,250,187,248,155,175,138,102,114,69,46,34,24,33,14,5,16,0,0,0,3671,1.58629,7.08862
10.1.13.2,0,5,0,10,13,22,54,48,73,98,61,61,0,164,239,174,245,214,216,285,165,227,198,177,148,146,130,102,94,101,62,64,37,28,7,25,7,11,0,0,3711,1.52973,4.81387
10.1.14.2,0,10,0,14,12,40,28,57,56,97,74,131,145,0,152,236,220,246,273,224,227,281,170,191,102,90,128,134,74,101,61,60,25,19,3,3,0,15,5,0,3704,1.60725,6.67839
10.1.15.2,0,4,14,17,22,25,15,61,44,76,72,101,155,217,0,176,237,162,289,221,279,209,188,194,198,170,128,52,116,59,71,54,37,25,19,4,4,5,0,0,3720,1.56923,6.72089
10.1.16.2,0,17,3,14,9,10,31,57,57,40,97,109,143,146,134,0,219,264,214,228,228,259,207,210,234,144,153,134,109,66,32,54,30,15,23,7,5,9,6,0,3717,1.57336,6.62651
10.1.17.2,6,8,0,13,19,27,31,48,52,89,54,107,131,188,130,197,0,249,189,298,222,291,213,160,182,119,124,104,118,73,44,37,62,24,27,31,3,0,0,0,3670,1.80704,11.495
10.1.18.2,10,0,3,3,17,14,13,69,55,83,53,126,113,155,233,238,201,0,296,215,206,267,178,203,167,150,150,111,92,69,54,53,47,21,13,18,5,4,6,0,3711,1.77756,10.5972
10.1.19.2,0,3,20,20,6,31,21,63,53,68,81,129,106,128,239,198,204,265,0,185,266,169,214,212,242,189,157,95,75,83,39,52,23,26,10,16,3,12,8,0,3711,1.74041,10.2648
10.1.20.2,0,0,0,18,21,8,38,78,76,97,132,106,136,164,166,168,245,243,258,0,212,213,245,189,124,126,85,129,47,80,77,42,40,41,7,6,0,0,0,0,3617,1.90265,13.5363
10.1.21.2,3,3,9,6,18,34,20,51,37,48,99,122,135,192,228,201,252,259,209,258,0,276,166,174,172,135,135,108,84,82,55,42,35,12,9,9,9,3,4,0,3694,1.72575,9.72951
10.1.22.2,8,0,3,13,29,22,33,54,49,92,71,106,177,92,185,193,204,254,194,229,247,0,231,240,221,158,124,108,86,78,69,42,43,25,16,5,5,0,0,0,3706,1.78333,10.7919
10.1.23.2,0,16,0,10,12,8,54,57,48,70,103,92,153,141,162,230,204,226,186,285,268,232,0,199,204,191,115,105,116,95,33,43,21,5,26,5,12,0,6,0,3733,1.71497,9.13015
10.1.24.2,8,9,11,23,23,17,34,48,35,101,91,106,156,166,202,218,229,234,233,279,271,245,185,0,134,170,98,74,65,65,45,50,49,28,19,4,15,0,6,0,3746,1.80064,11.5562
10.1.25.2,4,0,16,6,13,30,41,58,99,57,107,126,126,130,142,206,201,266,266,190,205,209,183,228,0,162,150,116,114,99,52,49,31,7,9,5,3,3,0,0,3709,1.52813,5.17464
10.1.26.2,4,0,3,6,8,27,28,48,47,70,114,120,150,156,168,219,268,214,206,259,197,241,222,144,165,0,116,152,75,54,50,49,24,5,16,35,10,6,7,0,3683,1.76067,10.757
10.1.27.2,5,3,14,0,23,34,24,32,109,89,64,81,111,147,179,175,225,190,237,282,256,196,177,185,182,138,0,146,72,100,48,81,27,16,17,6,3,5,0,0,3679,1.69454,8.68149
10.1.28.2,0,0,13,12,0,20,12,50,70,103,80,81,131,137,142,229,218,186,253,240,234,233,227,205,161,148,159,0,98,81,63,51,31,12,7,10,13,16,0,0,3726,1.58562,6.45356
10.1.29.2,0,4,0,11,19,19,32,56,29,86,64,97,134,163,167,229,211,284,179,231,209,242,256,176,150,152,129,82,0,75,31,38,33,47,11,35,10,3,0,0,3694,1.58603,6.4171
10.1.30.2,0,0,10,36,20,12,32,27,40,80,96,126,115,165,114,147,226,217,170,305,258,228,241,156,203,163,135,94,92,0,41,18,39,20,7,3,0,5,5,0,3646,1.51471,5.12909
10.1.31.2,0,0,3,6,7,14,36,49,67,66,78,84,104,140,215,191,194,185,243,265,241,236,224,200,157,111,133,82,64,102,0,49,43,13,16,14,8,4,0,0,3644,1.5131,4.19667
10.1.32.2,0,11,0,8,6,24,35,29,14,82,76,81,196,181,195,158,148,265,217,272,196,237,196,197,215,132,130,127,97,66,47,0,13,22,12,15,13,3,0,0,3716,1.48805,4.42672
10.1.33.2,3,0,4,10,20,20,41,38,77,82,96,133,154,104,124,205,226,265,222,265,191,210,207,228,146,162,90,91,50,84,55,41,0,17,8,4,5,10,0,0,3688,2.06724,15.2383
10.1.34.2,0,0,6,12,7,26,40,53,48,108,93,109,184,154,143,206,200,194,252,204,232,238,210,196,141,146,79,129,82,63,56,39,38,0,15,14,15,7,0,0,3739,2.00821,14.1445
10.1.35.2,3,0,12,9,19,4,43,51,78,54,65,104,118,188,154,121,211,251,204,242,194,264,188,184,185,138,173,103,51,89,58,25,41,26,0,13,9,8,0,0,3680,1.90222,12.8382
10.1.36.2,6,6,0,8,18,14,30,54,79,58,113,114,119,162,156,236,226,203,195,189,227,204,224,216,181,152,106,75,76,86,57,38,22,10,19,0,0,3,0,0,3682,1.84709,11.4732
10.1.37.2,9,3,9,18,32,14,39,39,52,122,69,134,145,137,191,154,221,223,222,194,211,233,194,178,191,147,137,82,46,88,59,24,51,14,5,15,0,6,0,0,3708,1.85604,10.7115
10.1.38.2,8,0,0,8,6,3,52,62,68,82,94,125,131,129,187,169,229,241,171,196,194,211,184,214,191,143,91,161,65,39,65,63,36,8,19,16,14,0,0,0,3675,1.82479,10.651
10.1.39.2,3,0,4,19,20,26,34,35,52,49,68,151,137,146,138,148,231,187,260,234,213,208,277,183,148,177,113,105,84,65,34,33,28,66,12,10,13,7,0,0,3718,1.88092,11.7082
10.1.40.2,0,3,9,3,10,36,22,42,63,51,71,89,118,135,224,222,173,231,247,211,231,203,154,145,167,132,171,139,110,84,74,50,27,10,19,11,6,10,0,0,3703,1.85208,11.092
"Total de hormigas enviadas",148058
"Suma de las medias de los tiempos",67.0014
"Media de las medias de los tiempos",1.67504
"Varianza de las varianzas de los tiempos",9.55571
