 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,0,14,9,29,0,44,26,86,55,58,127,149,202,103,189,195,213,272,225,214,257,219,215,171,158,128,84,79,75,28,54,24,6,24,6,6,6,0,0,3750,1.51475,4.78064
10.1.2.2,6,0,12,21,34,23,17,38,80,79,106,68,119,124,173,196,206,247,212,256,212,170,180,252,168,142,116,117,88,71,25,33,46,14,21,16,3,11,0,0,3702,1.45565,3.68128
10.1.3.2,0,5,0,20,14,19,36,62,35,75,80,82,133,168,201,194,155,201,226,186,220,122,208,184,185,159,159,134,71,81,66,46,38,34,10,19,0,0,3,0,3631,1.60216,7.54558
10.1.4.2,0,7,7,0,27,31,40,49,42,31,130,111,116,144,158,250,185,226,175,259,239,219,181,178,190,148,149,69,97,64,30,32,14,23,29,7,9,0,0,0,3666,1.50728,5.30342
10.1.5.2,0,8,4,11,0,36,52,26,81,60,48,101,133,137,169,184,200,231,264,227,216,244,230,195,159,154,117,102,91,38,35,59,37,11,18,12,7,0,0,0,3697,1.48337,4.06751
10.1.6.2,5,7,32,12,0,0,33,32,29,70,85,137,120,162,145,132,214,213,229,221,236,223,156,210,202,136,126,99,108,67,26,57,48,18,19,17,9,5,0,0,3640,1.55862,5.37601
10.1.7.2,0,0,20,4,19,10,0,21,60,83,98,138,176,133,169,212,192,241,207,179,246,187,237,225,172,147,129,123,49,65,64,25,36,28,17,0,11,3,0,0,3726,1.50893,5.00715
10.1.8.2,3,3,0,0,21,22,5,0,52,71,100,67,218,166,154,198,167,226,236,229,293,188,166,224,131,151,132,112,73,82,30,57,70,38,22,14,20,3,0,0,3744,1.43661,2.61162
10.1.9.2,0,0,7,3,9,38,32,29,0,56,94,106,130,118,174,213,222,206,229,279,218,224,171,236,178,143,185,117,75,68,58,42,30,26,25,0,10,4,4,0,3759,1.48679,4.12989
10.1.10.2,6,4,3,5,30,23,13,34,48,0,43,96,191,168,147,154,241,245,233,199,237,158,206,182,155,161,136,111,104,112,77,55,47,19,6,8,21,6,5,0,3689,1.55633,6.50159
10.1.11.2,0,11,7,6,39,32,44,47,52,49,0,102,142,103,107,252,250,208,274,220,245,161,229,219,150,150,165,86,90,67,65,37,30,7,16,21,21,0,5,0,3709,1.47951,4.4115
10.1.12.2,0,3,10,24,25,28,28,69,54,50,70,0,101,138,185,202,215,220,175,218,250,262,222,197,158,165,102,116,94,72,62,45,15,63,12,21,0,0,6,0,3677,1.51613,5.28299
10.1.13.2,0,12,5,16,18,21,38,52,55,72,96,131,0,198,167,163,158,205,193,252,210,274,228,165,160,158,135,124,70,86,64,35,50,21,21,11,3,9,11,0,3687,1.64317,7.66085
10.1.14.2,5,0,10,13,18,40,28,47,41,85,99,88,115,0,208,189,253,273,204,227,248,197,159,150,252,130,143,120,90,53,60,40,17,22,31,15,4,0,6,0,3680,1.50857,5.00989
10.1.15.2,0,11,0,25,13,30,20,29,41,103,94,135,145,212,0,209,197,193,185,221,215,243,226,185,192,141,89,131,103,82,67,44,42,10,13,10,0,4,11,0,3671,1.71461,8.91233
10.1.16.2,4,10,0,13,37,25,16,31,49,111,62,119,110,135,204,0,181,223,203,232,238,245,198,246,187,149,102,84,81,71,75,69,31,18,23,17,5,5,15,0,3624,1.6509,8.21041
10.1.17.2,7,0,6,20,26,17,31,74,38,78,95,138,108,121,193,149,0,288,202,218,219,266,174,154,244,181,165,113,121,95,48,21,22,24,23,18,0,8,0,0,3705,1.66619,8.08413
10.1.18.2,0,3,0,17,11,17,10,42,35,75,102,77,134,179,148,208,221,0,299,244,174,231,235,252,144,156,131,144,120,78,74,43,35,31,0,0,10,0,5,0,3685,1.76608,10.555
10.1.19.2,0,3,0,20,22,29,55,32,44,103,80,126,122,215,161,182,219,232,0,244,210,264,225,153,146,175,81,79,107,75,75,51,37,35,35,14,4,7,18,0,3680,1.63942,7.58215
10.1.20.2,0,3,5,12,14,26,33,41,87,52,60,113,165,136,227,180,220,259,257,0,287,226,273,180,216,136,98,94,93,67,67,41,36,21,7,4,3,0,0,0,3739,1.73547,9.75719
10.1.21.2,8,8,0,13,3,25,28,44,81,49,124,144,144,147,233,193,163,176,217,199,0,263,198,167,177,158,192,132,77,77,58,31,68,32,18,12,9,0,4,0,3672,1.81108,12.4577
10.1.22.2,13,12,6,9,14,35,10,34,87,54,105,124,137,140,177,252,267,227,251,258,285,0,209,190,140,105,115,122,103,73,47,35,28,3,18,30,20,8,0,0,3743,1.63779,7.69483
10.1.23.2,12,0,0,4,28,14,41,19,52,95,89,113,112,136,236,228,188,180,243,211,270,251,0,239,166,161,131,122,81,82,79,55,38,23,20,15,0,9,5,0,3748,1.85052,12.3755
10.1.24.2,8,13,8,0,22,23,29,42,31,68,100,127,137,201,168,192,256,211,197,218,205,218,228,0,161,109,155,100,82,75,81,62,28,50,27,10,0,6,4,0,3652,1.93282,13.7036
10.1.25.2,0,8,6,13,3,34,44,20,53,73,77,96,109,151,200,235,171,234,248,218,253,224,213,222,0,183,118,122,83,109,34,37,28,11,17,9,15,15,3,0,3689,1.45389,3.55192
10.1.26.2,3,5,20,17,22,19,30,40,36,65,81,138,104,144,157,199,224,227,192,243,258,230,216,170,197,0,166,98,109,114,45,47,46,16,6,36,0,8,14,0,3742,1.56436,6.36344
10.1.27.2,10,0,11,5,21,21,36,43,43,101,110,96,112,173,187,265,227,222,263,214,284,204,174,203,161,119,0,96,70,74,65,30,30,9,16,16,5,4,0,0,3720,1.5626,6.10104
10.1.28.2,4,16,9,3,6,29,13,25,43,102,89,99,158,141,161,151,261,250,174,275,264,262,211,167,174,139,109,0,100,73,51,48,54,9,8,20,4,6,0,0,3708,1.49429,4.40848
10.1.29.2,0,0,11,8,30,24,20,40,46,74,82,140,159,156,190,139,228,211,171,192,261,245,258,218,175,97,111,94,0,78,45,29,17,36,15,24,4,5,6,0,3639,1.53846,5.09008
10.1.30.2,4,5,0,15,3,9,29,42,58,52,98,75,125,169,165,234,224,239,239,167,204,230,181,204,209,178,141,109,124,0,40,45,37,7,10,23,15,0,0,0,3709,1.4898,4.00768
10.1.31.2,0,0,3,3,4,21,34,26,53,100,91,112,132,137,168,228,237,203,200,232,257,217,163,225,154,131,111,143,73,72,0,57,19,9,15,10,3,5,5,0,3653,1.59047,6.47354
10.1.32.2,0,0,3,6,17,15,46,40,66,57,74,126,151,138,176,225,214,251,217,304,194,174,237,205,175,152,117,107,67,70,48,0,17,5,14,6,17,10,9,0,3750,1.5264,4.94262
10.1.33.2,0,0,10,19,17,27,32,49,52,47,62,119,116,184,203,181,286,221,215,204,216,227,219,192,130,153,132,101,82,64,77,23,0,30,17,16,21,4,0,0,3748,2.03661,14.8769
10.1.34.2,5,10,0,0,5,15,31,15,46,70,80,137,132,212,189,160,206,281,169,187,246,224,214,172,179,162,117,112,89,60,49,48,32,0,19,6,3,8,5,0,3695,1.87279,12.1017
10.1.35.2,12,0,22,20,14,11,40,34,92,59,79,122,114,150,254,191,235,211,220,259,255,193,194,137,139,150,107,97,79,48,57,37,18,36,0,25,11,0,6,0,3728,1.9811,13.675
10.1.36.2,24,9,19,9,24,20,33,34,34,60,69,113,124,123,182,165,240,202,183,241,227,213,214,173,204,150,132,88,85,39,64,79,36,24,21,0,0,0,0,0,3657,1.95588,13.3488
10.1.37.2,0,18,0,18,22,33,11,59,51,78,75,97,67,120,218,231,201,177,249,244,196,262,222,223,170,183,91,96,79,68,49,22,17,25,16,6,0,0,7,0,3701,1.85638,11.2861
10.1.38.2,0,0,0,21,15,22,38,46,61,87,132,93,174,154,137,169,196,188,222,230,274,246,182,200,94,171,97,90,119,59,45,41,28,25,25,18,3,0,5,0,3707,2.07889,15.8689
10.1.39.2,6,5,25,9,19,21,36,43,60,82,28,109,105,202,140,214,222,159,171,252,236,184,214,167,173,165,135,104,93,80,60,35,30,26,22,0,6,9,0,0,3647,1.77305,8.87546
10.1.40.2,4,0,11,13,13,14,54,29,19,71,70,112,114,182,161,150,133,216,310,238,246,250,167,205,177,116,110,102,118,73,51,24,26,21,19,13,12,9,5,0,3658,1.69077,7.52378
"Total de hormigas enviadas",147827
"Suma de las medias de los tiempos",66.1285
"Media de las medias de los tiempos",1.65321
"Varianza de las varianzas de los tiempos",12.4116
