 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,5,10,9,3,11,40,64,73,74,76,128,89,166,190,172,209,214,260,195,191,247,177,186,188,162,161,40,54,63,79,39,26,29,31,12,11,3,6,0,3693,1.5598,5.8518
10.1.2.2,0,0,11,12,18,24,18,45,87,56,65,87,98,177,214,182,232,174,211,255,245,203,183,209,183,176,142,75,92,55,43,40,31,32,16,11,10,10,5,0,3727,1.54263,5.61582
10.1.3.2,0,6,0,0,19,25,32,51,59,72,89,120,132,119,184,220,187,174,222,231,274,189,200,216,148,133,127,95,77,66,68,22,38,33,15,0,0,0,6,0,3649,1.53322,4.96608
10.1.4.2,0,3,5,0,0,5,41,25,43,70,65,81,145,133,142,211,215,221,238,199,256,279,177,216,160,149,142,120,86,66,62,23,11,16,26,16,17,5,0,0,3669,1.61336,7.3965
10.1.5.2,15,3,19,23,0,17,19,33,63,82,71,131,117,133,203,166,256,212,200,187,252,220,197,178,184,178,155,101,85,56,37,28,8,28,19,18,0,8,3,0,3705,1.64231,7.96713
10.1.6.2,5,6,16,6,35,0,33,54,42,53,58,83,140,161,149,209,215,187,269,247,300,213,186,212,134,153,94,100,78,61,43,55,35,25,26,10,10,6,9,0,3718,1.55524,5.89138
10.1.7.2,0,4,0,9,24,13,0,41,32,41,85,84,119,114,200,250,208,216,203,250,210,209,243,247,163,181,143,77,97,68,27,42,26,13,17,11,15,5,4,0,3691,1.48418,4.87082
10.1.8.2,4,3,12,3,33,12,24,0,87,112,91,140,126,165,184,191,219,233,254,240,218,167,235,176,136,142,118,114,71,67,27,21,35,27,11,3,5,9,0,0,3715,1.55586,5.77578
10.1.9.2,0,11,0,11,25,28,36,80,0,116,86,129,125,158,171,174,232,204,224,228,242,200,204,184,154,141,103,105,85,85,71,33,22,17,3,4,0,6,5,0,3702,1.60911,6.86226
10.1.10.2,4,0,0,11,17,43,20,57,71,0,111,126,122,107,196,154,195,250,203,217,260,227,288,171,166,141,110,96,104,81,35,33,34,23,16,18,3,0,3,0,3713,1.67232,7.98153
10.1.11.2,4,0,14,9,0,32,21,48,61,68,0,104,122,138,201,186,186,219,205,247,255,238,219,198,196,124,166,86,118,42,41,37,29,27,3,4,15,8,4,0,3675,1.48962,4.36206
10.1.12.2,6,0,4,7,3,52,50,78,40,89,63,0,98,162,188,161,226,202,229,272,265,222,176,139,202,179,113,95,96,75,50,36,41,35,21,10,0,0,0,0,3685,1.52066,4.6005
10.1.13.2,3,7,9,8,23,41,21,39,57,77,81,155,0,215,153,211,254,222,252,157,212,239,201,195,178,144,132,92,58,48,40,66,51,30,21,14,6,8,5,0,3725,1.43312,3.2892
10.1.14.2,9,6,0,21,3,16,29,39,48,84,80,112,128,0,133,243,174,217,255,298,246,178,217,157,181,164,176,131,68,38,94,29,47,44,0,9,5,10,12,0,3701,1.68283,9.23068
10.1.15.2,3,10,12,14,12,27,19,44,51,42,97,92,141,167,0,207,227,289,293,240,216,183,217,148,222,142,137,107,102,62,64,70,43,3,13,3,0,0,0,0,3719,1.4779,4.1726
10.1.16.2,0,0,6,30,20,21,37,42,55,50,107,89,150,97,230,0,204,272,192,256,263,157,201,198,252,161,126,109,113,67,58,44,27,37,13,11,6,9,0,0,3710,1.64095,8.4201
10.1.17.2,10,4,15,15,30,14,43,43,79,71,90,105,99,167,193,217,0,214,309,220,232,257,250,162,154,160,154,73,102,67,27,29,45,21,30,8,8,12,0,0,3729,1.86831,13.588
10.1.18.2,5,15,4,9,7,16,26,67,57,83,91,102,163,167,132,196,230,0,236,198,221,329,221,192,155,186,139,99,109,70,45,39,33,16,4,11,23,4,5,0,3705,1.71758,9.29028
10.1.19.2,4,10,0,3,11,39,60,64,71,96,86,83,146,151,206,247,182,232,0,247,250,199,196,208,206,156,134,136,69,47,58,30,20,13,11,16,5,10,5,0,3707,1.86937,12.6384
10.1.20.2,0,0,10,5,33,27,33,34,33,105,73,151,166,146,169,203,185,165,270,0,279,221,243,239,189,174,110,64,108,60,42,54,32,19,13,5,4,10,0,0,3674,1.62066,7.02957
10.1.21.2,4,11,8,0,26,18,28,50,48,64,97,128,185,121,186,244,208,206,201,281,0,195,220,195,138,164,120,101,115,71,60,44,28,31,22,16,8,0,4,0,3646,1.68861,8.68056
10.1.22.2,0,3,15,17,21,33,29,29,59,53,85,101,155,150,268,218,228,218,246,268,232,0,232,148,197,142,104,112,78,69,59,10,50,32,13,3,4,12,0,0,3693,1.64463,7.73125
10.1.23.2,0,13,9,24,23,14,54,37,60,114,83,87,100,118,222,194,252,267,243,185,245,259,0,195,151,156,120,84,81,84,86,53,24,38,9,20,6,7,5,0,3722,1.82763,11.3918
10.1.24.2,0,0,9,17,5,28,28,44,59,59,82,116,140,114,184,227,211,259,281,205,228,229,239,0,195,154,111,92,96,65,68,25,38,14,10,19,5,0,6,0,3662,1.83611,12.0168
10.1.25.2,9,8,8,11,16,8,23,68,58,86,75,121,115,208,150,199,214,275,246,284,212,166,246,195,0,155,143,103,90,53,33,18,39,29,16,9,12,3,0,0,3704,1.55825,5.23307
10.1.26.2,3,0,16,10,15,39,55,26,92,65,90,130,138,168,178,195,247,243,170,245,233,228,222,208,149,0,156,92,53,66,93,35,37,10,12,0,0,0,4,0,3723,1.77384,10.775
10.1.27.2,7,6,11,26,38,14,16,28,81,43,134,91,111,163,183,175,253,258,237,217,237,197,177,162,191,160,0,121,121,72,54,38,22,7,18,16,16,8,0,0,3709,1.44458,2.96397
10.1.28.2,0,9,6,0,24,55,33,31,55,55,104,99,80,119,152,147,252,180,215,189,281,295,196,266,159,188,106,0,57,64,60,53,34,31,23,16,15,14,0,0,3663,1.57443,6.44257
10.1.29.2,0,5,3,6,20,3,23,70,58,80,64,88,142,159,131,207,197,259,318,202,234,240,185,259,194,139,97,162,0,63,50,32,31,25,3,6,5,4,6,0,3770,1.50859,4.54996
10.1.30.2,0,5,11,9,9,30,25,28,58,49,98,67,102,140,153,152,222,237,236,242,235,231,248,191,240,142,209,107,97,0,58,44,16,0,18,7,11,0,0,0,3727,1.55895,5.88725
10.1.31.2,8,0,7,22,16,48,12,26,48,75,140,81,72,160,183,162,204,185,249,251,199,253,212,171,164,168,139,114,73,50,0,32,31,20,19,37,13,4,0,0,3648,1.62898,7.10422
10.1.32.2,0,17,9,13,29,20,23,43,36,59,63,150,126,163,150,210,220,232,234,205,239,167,198,191,172,134,140,107,89,88,60,0,31,27,34,14,9,10,0,0,3712,1.47973,3.99375
10.1.33.2,6,0,9,4,35,21,26,37,57,76,161,91,120,151,138,190,178,189,155,222,218,265,155,203,219,188,129,106,75,59,66,47,0,18,11,7,4,0,0,0,3636,1.86061,10.9424
10.1.34.2,5,0,12,4,9,20,37,53,75,81,108,119,97,180,173,169,216,178,233,229,209,219,210,211,146,195,110,126,103,63,25,34,48,0,17,5,4,0,0,0,3723,1.95945,12.7235
10.1.35.2,0,15,5,3,24,18,19,30,40,113,59,114,118,153,227,180,227,219,237,224,258,186,211,222,98,138,117,123,89,82,66,59,40,34,0,9,0,0,0,0,3757,2.06869,15.2673
10.1.36.2,14,0,5,13,20,34,18,41,46,86,116,86,190,145,166,200,170,252,215,235,200,254,169,161,121,207,172,84,59,70,63,46,13,19,9,0,15,4,11,0,3729,1.93264,12.3333
10.1.37.2,5,0,11,11,17,7,34,42,50,66,95,122,96,160,192,198,222,212,274,203,206,249,193,217,206,126,131,94,82,70,54,22,28,36,10,11,0,8,0,0,3760,1.76072,8.56776
10.1.38.2,6,0,0,11,21,13,41,50,63,50,85,104,106,153,116,242,246,234,278,229,206,213,164,161,168,124,108,117,132,71,66,63,38,12,23,0,16,0,0,0,3730,2.09529,17.4838
10.1.39.2,0,0,8,6,10,30,24,49,36,82,90,79,150,111,154,203,224,243,231,203,206,192,224,162,162,171,152,108,116,73,38,59,31,27,8,9,3,4,0,0,3678,1.82399,10.626
10.1.40.2,3,6,25,3,14,13,25,46,64,73,85,100,124,168,175,143,230,180,238,214,241,169,226,166,150,121,181,152,56,67,58,42,30,18,25,12,4,12,0,0,3659,1.9024,12.2519
"Total de hormigas enviadas",148063
"Suma de las medias de los tiempos",67.0172
"Media de las medias de los tiempos",1.67543
"Varianza de las varianzas de los tiempos",12.0053
