 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.15.2,6,3,8,3,18,36,14,61,66,72,75,125,121,210,0,160,184,227,240,239,216,192,307,154,210,188,108,120,78,40,49,56,26,7,22,5,10,13,0,0,3669,1.18256,0.00657162
10.1.16.2,5,5,3,15,22,13,35,30,69,101,135,91,100,145,258,0,208,208,257,211,249,182,196,148,183,174,143,126,93,64,64,37,53,19,20,18,11,0,3,0,3694,1.18279,0.00656201
10.1.17.2,4,0,3,13,20,31,41,34,63,78,93,88,115,200,173,249,0,237,156,233,249,273,217,194,151,154,124,93,88,71,65,72,27,20,35,0,25,14,0,0,3703,1.18982,0.00659964
10.1.18.2,0,3,12,20,13,41,41,43,78,64,87,75,155,119,192,264,276,0,266,254,292,233,170,193,151,144,143,92,62,44,69,51,68,8,12,21,6,0,0,0,3762,1.18803,0.00643498
10.1.19.2,6,0,14,20,13,33,42,49,68,67,73,116,103,143,218,197,198,188,0,299,234,173,184,181,199,147,143,161,103,113,72,63,22,21,0,7,5,0,6,0,3681,1.18614,0.00651956
10.1.20.2,8,5,5,18,17,29,30,55,43,89,47,112,133,225,144,217,252,243,235,0,184,262,219,249,213,116,96,131,87,85,91,21,39,14,6,15,5,0,6,0,3746,1.18658,0.00628709
10.1.21.2,0,0,9,3,20,27,36,56,39,56,107,114,183,171,142,161,278,248,238,190,0,260,243,147,154,158,139,94,106,96,40,36,30,14,17,28,11,0,6,0,3657,1.18557,0.00625491
10.1.22.2,7,3,10,0,20,37,34,21,52,98,71,109,109,141,156,160,243,266,214,219,247,0,220,200,179,172,142,149,104,98,42,43,33,27,19,25,3,12,3,0,3688,1.18677,0.0062622
10.1.23.2,0,10,11,13,19,29,25,43,73,65,63,118,129,127,141,247,211,270,193,260,224,251,0,157,194,160,176,158,92,77,73,48,23,17,19,19,10,0,6,0,3751,1.18486,0.00642872
10.1.24.2,0,4,15,4,32,29,46,69,35,52,84,114,139,172,182,227,214,222,210,175,199,232,243,0,180,160,171,117,81,75,75,42,48,23,33,11,4,4,0,0,3723,1.18803,0.00631614
10.1.25.2,0,4,3,4,13,47,36,33,43,62,64,79,152,186,230,174,185,226,220,265,196,189,275,230,0,139,128,163,68,83,83,32,36,13,0,11,3,3,0,0,3678,1.18927,0.00642668
10.1.26.2,0,0,6,21,17,13,33,45,50,88,113,146,219,168,155,225,228,229,246,145,206,216,253,126,169,0,105,57,103,57,67,48,41,23,16,19,0,4,0,0,3657,1.19023,0.0066754
10.1.27.2,6,0,4,13,6,21,16,28,67,116,62,112,119,156,165,187,187,178,233,267,312,201,235,161,208,151,0,110,126,89,71,54,27,15,6,14,0,9,0,0,3732,1.1861,0.00627406
10.1.28.2,4,0,5,9,17,19,25,42,49,118,106,129,127,132,166,195,244,297,203,213,251,245,175,157,186,146,125,0,87,64,54,36,61,28,17,12,3,6,0,0,3753,1.18886,0.00619586
10.1.29.2,9,9,6,18,15,14,28,75,42,58,82,62,142,154,192,171,197,252,285,236,258,195,198,135,189,143,107,161,0,45,72,37,34,18,23,18,29,5,0,0,3714,1.18983,0.00622482
10.1.30.2,6,3,12,13,17,32,23,42,80,43,104,113,132,118,206,153,182,176,280,219,221,221,210,172,179,153,163,106,121,0,34,57,48,19,25,0,9,6,3,0,3701,1.19016,0.0062745
10.1.31.2,0,4,4,9,31,18,16,29,54,52,80,90,124,158,159,236,182,266,278,249,197,207,218,185,165,155,90,99,104,112,0,37,33,24,23,4,29,0,4,0,3725,1.18989,0.00628818
10.1.32.2,0,8,12,13,6,31,19,20,31,85,73,152,116,170,214,134,184,170,262,247,263,200,173,156,189,144,108,106,112,53,58,0,33,28,22,28,16,0,0,0,3636,1.18874,0.0063263
10.1.33.2,0,0,20,16,18,32,35,23,48,52,79,86,121,181,192,189,197,222,204,212,255,278,194,209,216,126,116,103,94,69,69,33,0,12,26,7,14,0,0,0,3748,1.19865,0.00668635
10.1.34.2,0,8,10,9,22,28,33,52,44,63,79,132,123,185,206,181,198,162,235,291,219,241,193,169,175,118,120,124,91,66,59,47,43,0,30,0,16,0,0,0,3772,1.19649,0.00620139
10.1.35.2,0,6,0,4,12,36,13,48,27,69,107,119,129,121,160,189,225,305,207,186,206,189,222,173,170,144,120,92,90,57,95,69,17,23,0,10,4,5,0,0,3649,1.19716,0.00657768
10.1.36.2,14,9,11,0,14,25,24,58,46,102,108,115,113,170,197,161,169,218,208,252,184,249,210,164,209,152,108,119,106,48,45,45,5,26,9,0,9,0,14,0,3716,1.19768,0.00629461
10.1.37.2,0,6,13,6,16,22,12,58,83,39,126,110,154,134,204,217,235,243,268,185,219,228,211,138,181,118,83,87,110,53,36,39,14,41,3,5,0,12,3,0,3712,1.19657,0.006283
10.1.38.2,0,9,9,19,12,13,50,55,52,42,58,85,117,107,151,198,192,201,289,227,206,215,230,206,205,155,121,159,115,54,37,22,23,23,6,9,10,0,0,0,3682,1.19658,0.00632369
10.1.39.2,10,0,0,8,14,13,52,45,82,71,94,75,111,130,184,195,183,260,213,225,201,215,223,223,184,152,128,102,121,62,30,37,29,29,17,10,11,7,0,0,3746,1.19783,0.0063954
10.1.40.2,6,0,4,3,36,39,34,41,91,83,132,114,126,159,142,136,152,275,200,251,199,156,224,150,136,194,121,107,89,68,38,54,35,10,13,0,5,8,4,0,3635,1.19595,0.00655525
"Total de hormigas enviadas",148018
"Suma de las medias de los tiempos",47.4655
"Media de las medias de los tiempos",1.18664
"Varianza de las varianzas de los tiempos",2.16774e-08
