 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.23.2,3,0,7,27,13,21,20,50,31,78,89,94,178,137,194,215,210,205,243,196,221,211,0,170,203,146,149,134,123,76,43,39,36,22,27,8,11,6,0,0,3636,1.18459,0.0064031
10.1.24.2,11,0,16,6,5,17,34,40,71,85,119,59,139,120,202,165,219,235,203,260,208,253,260,0,181,174,149,89,109,74,80,65,16,13,20,10,3,8,0,0,3718,1.1862,0.00629209
10.1.25.2,0,0,5,23,16,15,11,26,81,71,91,134,144,177,192,199,254,188,279,215,191,244,231,173,0,132,127,83,109,107,43,28,21,38,27,27,7,3,0,0,3712,1.18921,0.00638563
10.1.26.2,11,11,6,19,13,20,41,59,42,53,75,95,174,154,177,177,235,168,289,313,218,193,206,220,189,0,130,119,90,77,34,14,8,19,19,9,12,6,0,0,3695,1.18861,0.0063504
10.1.27.2,5,12,8,15,7,8,19,32,94,72,78,135,137,123,210,168,237,207,200,215,221,240,222,191,207,147,0,128,118,69,68,46,45,19,21,4,10,13,5,0,3756,1.18922,0.00636599
10.1.28.2,5,0,3,7,10,15,51,49,61,100,71,95,115,155,190,173,166,231,239,268,273,247,174,154,167,206,159,0,79,56,49,38,36,25,9,23,6,5,0,0,3710,1.1924,0.0065088
10.1.29.2,0,4,4,20,6,18,30,79,86,66,58,117,175,171,127,227,190,268,197,208,182,246,205,202,177,104,121,138,0,75,47,40,15,4,7,30,7,8,3,0,3662,1.18807,0.0066918
10.1.30.2,6,5,6,9,6,21,17,53,87,71,77,146,188,153,151,205,161,260,292,221,195,143,193,199,152,160,123,95,80,0,37,43,44,33,13,11,14,3,0,0,3673,1.19106,0.0065435
10.1.31.2,6,10,0,11,12,42,17,56,58,86,103,101,140,190,148,225,199,240,158,230,200,186,198,205,207,185,128,84,109,41,0,34,26,31,14,12,6,3,0,0,3701,1.18994,0.00629824
10.1.32.2,0,3,8,23,28,27,32,49,70,96,82,94,125,146,202,126,177,238,261,235,234,245,218,195,109,93,91,132,124,70,74,0,37,16,5,22,0,0,4,0,3691,1.18745,0.00677885
10.1.33.2,0,0,14,0,28,24,29,68,71,92,88,106,173,128,206,151,177,214,239,306,253,222,160,189,159,159,66,114,107,52,30,28,0,18,13,16,10,17,0,0,3727,1.19969,0.00635509
10.1.34.2,0,3,9,20,29,17,32,45,85,69,107,148,103,189,188,203,225,207,191,199,231,170,192,190,157,91,199,116,90,76,68,41,35,0,0,6,4,0,0,0,3735,1.19671,0.0063272
10.1.35.2,0,3,12,4,8,39,44,42,52,86,88,117,148,134,176,182,190,150,141,287,208,235,224,196,212,168,126,104,87,94,65,9,35,21,0,20,10,3,3,0,3723,1.19538,0.00658699
10.1.36.2,14,0,0,15,17,12,43,39,73,66,106,110,104,127,174,182,194,190,238,302,179,174,247,186,137,157,131,87,92,82,70,44,32,25,22,0,10,5,7,0,3693,1.19746,0.00648163
10.1.37.2,0,0,10,9,22,24,13,46,71,57,66,109,123,147,138,186,218,197,221,297,228,286,203,194,128,154,118,86,108,83,43,46,18,36,34,14,0,0,0,0,3733,1.19873,0.0065735
10.1.38.2,0,3,9,9,33,6,36,36,49,81,88,145,108,168,166,199,222,210,198,265,226,179,199,154,180,163,140,119,75,69,29,27,24,31,6,0,4,0,0,0,3656,1.19683,0.00649041
10.1.39.2,9,8,10,6,12,27,44,32,71,70,89,99,161,119,187,205,220,219,286,249,209,205,139,203,163,136,114,84,45,60,53,59,15,25,17,6,4,0,0,0,3660,1.1967,0.00640012
10.1.40.2,4,0,22,7,20,24,42,54,27,80,113,95,109,220,86,171,131,260,223,181,255,281,165,173,157,151,122,142,75,118,54,62,44,15,30,0,10,0,9,0,3732,1.20244,0.00669492
"Total de hormigas enviadas",147804
"Suma de las medias de los tiempos",47.4629
"Media de las medias de los tiempos",1.18657
"Varianza de las varianzas de los tiempos",2.85616e-08
