 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.20.2,0,5,13,5,33,12,36,56,46,75,99,124,168,178,152,196,185,203,276,0,253,289,201,198,159,188,159,77,66,52,57,54,41,11,16,8,0,4,0,0,3695,1.1839,0.00617259
10.1.21.2,6,0,0,13,11,36,40,32,41,50,83,122,144,148,181,182,218,204,206,248,0,248,249,169,171,202,159,110,76,97,44,79,15,44,23,9,14,3,0,0,3677,1.18619,0.00638323
10.1.22.2,5,4,5,20,7,28,39,24,42,86,140,120,153,121,141,257,174,240,206,216,211,0,244,221,218,152,114,132,76,85,78,71,20,16,18,9,11,4,0,0,3708,1.18729,0.00665304
10.1.23.2,0,0,11,6,5,18,25,35,62,70,135,93,191,179,132,199,218,222,231,226,237,261,0,239,166,158,167,98,89,76,49,53,45,11,4,0,16,5,0,0,3732,1.18404,0.00645638
10.1.24.2,3,3,12,27,18,11,38,74,40,72,58,92,90,210,179,224,224,223,272,235,201,213,243,0,151,123,147,107,100,45,69,58,33,16,19,19,6,0,0,0,3655,1.18821,0.00642449
10.1.25.2,6,6,10,13,23,20,24,37,56,63,101,77,128,165,176,192,193,205,236,312,247,263,203,182,0,144,89,99,110,99,43,34,33,52,8,18,3,6,0,0,3676,1.1899,0.00643314
10.1.26.2,0,5,9,10,0,21,28,28,63,76,55,115,126,174,206,177,175,226,261,204,257,216,254,178,182,0,132,94,96,66,40,47,41,18,26,5,9,0,3,0,3623,1.18789,0.00648565
10.1.27.2,0,7,10,11,10,4,30,41,41,87,85,130,153,156,198,204,197,219,200,220,255,214,229,205,161,142,0,106,80,125,40,26,48,15,14,16,0,17,5,0,3701,1.18768,0.00661825
10.1.28.2,6,0,0,20,18,22,30,32,79,76,60,92,165,172,225,233,185,217,255,229,226,201,228,198,145,139,141,0,81,70,53,41,26,50,15,9,17,0,10,0,3766,1.19101,0.00625575
10.1.29.2,4,9,9,12,15,24,8,50,84,77,85,101,130,113,180,193,225,210,242,229,237,250,169,275,154,152,167,76,0,65,67,30,18,20,11,18,23,14,4,0,3750,1.18957,0.006504
10.1.30.2,5,10,10,4,31,34,24,39,61,99,95,97,151,144,206,229,216,198,229,245,208,176,213,178,131,154,139,99,74,0,35,56,16,28,26,0,3,0,9,0,3672,1.18957,0.0061614
10.1.31.2,0,5,9,41,8,7,17,45,56,104,75,83,126,149,159,183,236,190,278,238,201,233,214,228,163,131,133,117,70,90,0,87,57,14,7,6,6,4,5,0,3775,1.19119,0.00615259
10.1.32.2,0,9,0,0,23,14,58,46,48,76,78,83,153,123,187,138,231,205,258,212,241,206,246,195,174,85,147,103,100,48,75,0,30,25,23,13,9,0,0,0,3662,1.19001,0.00651217
10.1.33.2,0,7,6,3,11,17,24,49,56,55,99,126,129,130,147,205,191,240,190,273,219,249,243,181,173,122,140,66,82,63,55,44,0,20,15,17,4,6,0,0,3657,1.19599,0.00633324
10.1.34.2,0,0,6,16,25,25,24,83,57,97,84,108,162,212,128,175,206,216,176,206,216,247,219,162,188,137,104,144,90,55,49,48,34,0,7,20,0,9,3,0,3738,1.19728,0.00609899
10.1.35.2,0,6,12,20,0,42,8,45,71,103,97,94,111,116,164,203,178,186,292,259,219,168,215,176,132,133,172,121,108,62,52,21,54,16,0,15,11,9,0,0,3691,1.19767,0.00658645
10.1.36.2,0,12,0,7,9,19,30,21,64,43,66,133,101,139,161,173,264,206,223,254,234,193,224,145,158,198,179,95,98,104,53,55,22,30,25,0,0,5,0,0,3743,1.1977,0.00632603
10.1.37.2,6,8,3,11,12,20,35,34,66,62,99,110,110,163,153,220,191,242,231,272,230,191,212,150,172,185,86,86,66,98,50,35,40,13,0,16,0,8,5,0,3691,1.19698,0.00622244
10.1.38.2,10,0,6,7,13,12,31,18,65,82,113,94,117,187,153,180,201,254,218,274,225,202,194,206,163,163,101,97,98,50,51,49,43,28,8,7,6,0,11,0,3737,1.19859,0.00644687
10.1.39.2,4,17,7,12,24,37,11,40,49,54,124,121,125,93,198,189,208,184,186,209,212,248,210,290,162,130,84,111,116,74,55,51,3,20,32,10,24,15,0,0,3739,1.19868,0.00604203
10.1.40.2,0,0,6,21,4,20,33,34,37,65,131,67,145,117,185,206,234,236,200,172,180,217,179,184,194,179,140,86,95,90,54,22,23,29,22,3,0,15,3,0,3628,1.19881,0.00649246
"Total de hormigas enviadas",147988
"Suma de las medias de los tiempos",47.4672
"Media de las medias de los tiempos",1.18668
"Varianza de las varianzas de los tiempos",3.30368e-08
