 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,6,12,14,26,30,29,36,49,83,120,70,162,163,137,210,215,237,216,208,222,203,198,182,148,132,157,141,68,51,68,32,27,28,7,18,3,4,0,0,3712,1.17735,0.00620402
10.1.2.2,0,0,5,10,12,11,40,30,64,69,60,118,93,139,230,154,188,195,246,157,225,228,218,253,210,131,103,121,100,64,77,50,16,20,6,21,3,10,0,0,3677,1.17793,0.00668773
10.1.3.2,7,18,0,22,18,4,28,75,65,38,122,94,103,129,194,182,210,214,236,202,263,201,176,187,156,131,152,92,102,92,35,62,31,25,6,4,10,5,3,0,3694,1.18136,0.00666081
10.1.4.2,0,7,0,0,18,15,53,16,55,92,54,86,131,142,264,181,166,245,201,218,234,208,198,217,168,108,144,144,99,105,55,57,21,9,13,13,6,7,0,0,3750,1.17892,0.0062999
10.1.5.2,6,6,0,9,0,11,15,21,93,67,107,109,131,139,163,195,198,219,215,296,192,170,221,159,155,178,132,135,118,61,69,32,37,28,8,17,0,16,0,0,3728,1.17652,0.00634237
10.1.6.2,5,4,14,0,18,0,21,36,39,75,89,113,114,108,176,180,146,224,225,246,277,213,204,198,170,154,150,115,92,76,38,51,21,33,36,6,0,6,10,0,3683,1.17267,0.0063311
10.1.7.2,0,0,3,14,7,27,0,22,93,58,73,140,100,145,207,211,183,240,257,201,155,183,241,210,204,110,96,110,80,81,73,29,54,26,10,0,6,4,8,0,3661,1.17831,0.00625637
10.1.8.2,0,13,19,14,6,46,45,0,66,60,79,91,120,151,135,126,235,243,121,311,240,241,216,232,183,117,113,70,116,65,47,31,43,23,41,0,13,0,10,0,3682,1.17833,0.00631171
10.1.9.2,0,4,4,18,10,24,29,45,0,36,76,105,135,170,196,144,187,225,227,238,227,259,232,198,177,135,129,126,86,74,60,61,14,44,19,7,0,4,4,0,3729,1.18315,0.00615168
10.1.10.2,6,3,11,9,12,23,20,65,25,0,92,141,100,191,139,229,216,221,245,225,226,233,189,206,146,193,100,115,94,54,44,25,46,45,30,4,9,0,0,0,3732,1.18055,0.00590446
10.1.11.2,7,5,6,33,13,34,25,25,45,62,0,93,133,203,141,211,233,236,177,282,213,174,151,225,153,182,148,109,119,67,81,47,38,10,26,0,6,8,4,0,3725,1.1816,0.0061617
10.1.12.2,0,4,6,16,11,10,41,53,56,68,78,0,145,172,176,206,197,182,267,292,258,209,143,193,129,140,112,138,111,58,43,49,19,27,20,5,20,5,0,0,3659,1.18403,0.00667805
10.1.13.2,0,6,7,28,17,19,34,33,27,63,84,140,0,121,217,164,191,227,216,278,294,174,219,190,173,151,126,131,92,71,61,36,43,5,28,3,12,11,0,0,3692,1.17901,0.00627212
10.1.14.2,0,0,5,5,29,26,18,39,34,88,93,136,116,0,153,178,173,227,238,243,244,291,212,266,196,137,128,100,58,97,52,51,29,19,12,5,8,10,0,0,3716,1.18458,0.00622843
10.1.15.2,4,0,0,8,5,32,17,36,67,92,75,134,153,175,0,174,235,208,223,264,170,225,202,204,195,158,148,114,112,86,73,35,20,39,24,8,5,0,0,0,3720,1.18009,0.00636614
10.1.16.2,0,9,4,12,13,14,38,43,57,76,99,114,122,146,181,0,207,199,231,252,244,185,185,248,175,148,139,142,88,119,117,42,26,30,9,9,0,0,3,0,3726,1.18408,0.00651542
10.1.17.2,5,0,0,18,3,28,61,29,84,61,97,121,125,218,201,157,0,185,228,240,206,200,184,167,222,206,146,117,92,91,51,36,27,23,15,14,0,4,8,0,3670,1.1859,0.0064188
10.1.18.2,0,0,6,9,48,38,46,53,52,61,90,104,146,197,190,181,198,0,257,274,223,240,209,181,135,125,133,149,96,55,57,54,41,0,13,9,9,0,11,0,3690,1.18607,0.00645994
10.1.19.2,3,24,0,6,8,21,27,41,50,58,73,133,101,209,153,163,192,183,0,260,224,193,274,247,220,173,157,111,53,109,47,34,21,21,6,10,13,8,0,0,3626,1.18866,0.00632808
