 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.25.2,9,0,11,13,18,11,46,33,80,72,82,116,198,155,147,219,164,218,259,230,223,234,214,208,0,102,175,95,107,83,64,51,33,3,17,0,18,3,6,0,3717,1.18865,0.00645924
10.1.26.2,5,7,0,32,9,16,48,53,61,36,96,76,133,130,160,198,223,256,199,266,276,292,187,207,122,0,133,104,107,106,78,45,46,3,32,9,8,0,3,0,3762,1.18758,0.00653854
10.1.27.2,0,6,8,13,29,22,20,68,47,87,85,95,128,163,174,193,204,209,234,246,291,166,180,209,192,131,0,107,90,53,53,37,49,47,32,19,0,10,4,0,3701,1.18931,0.00615233
10.1.28.2,0,0,7,27,6,36,18,48,57,84,132,84,116,123,147,203,241,292,210,205,234,210,195,185,222,127,159,0,99,58,46,50,27,35,16,3,10,0,0,0,3712,1.18681,0.00616913
10.1.29.2,5,0,23,9,15,13,41,44,41,61,104,116,115,142,145,224,253,238,213,213,232,170,209,204,216,174,105,126,0,70,71,29,59,22,11,5,0,0,3,0,3721,1.18759,0.00648385
10.1.30.2,4,15,4,5,6,11,42,84,61,70,81,128,137,110,217,181,202,199,237,209,266,260,179,180,161,151,187,79,52,0,63,31,41,18,29,12,6,9,5,0,3732,1.18611,0.00652754
10.1.31.2,10,0,5,10,22,9,36,31,65,101,91,82,155,150,208,212,215,201,204,188,251,245,176,171,202,168,119,117,107,62,0,20,22,23,4,0,11,10,0,0,3703,1.18911,0.00631264
10.1.32.2,0,0,16,8,16,32,27,55,40,73,84,125,130,147,171,179,185,255,228,192,259,230,204,188,191,124,132,130,146,42,73,0,34,9,11,15,11,9,0,0,3771,1.19119,0.00654085
10.1.33.2,0,0,10,16,18,57,32,30,40,80,100,89,101,215,198,133,255,187,261,216,186,194,204,266,166,155,133,78,72,61,43,40,0,35,13,6,7,0,0,0,3697,1.1975,0.00640821
10.1.34.2,7,9,0,0,6,26,30,54,27,89,74,131,97,136,184,207,249,220,269,269,202,264,176,144,187,152,116,92,64,51,26,58,10,0,11,9,21,8,0,0,3675,1.19217,0.00654271
10.1.35.2,12,6,6,8,14,24,43,51,67,95,79,106,136,195,146,177,213,141,223,227,249,204,194,159,174,120,125,88,126,90,66,34,32,15,0,14,9,6,3,0,3677,1.19782,0.00645156
10.1.36.2,5,13,0,18,13,26,41,34,42,90,59,102,115,206,179,235,186,191,247,221,173,235,206,175,117,193,120,111,78,76,50,47,39,26,15,0,15,5,0,0,3704,1.19975,0.00638343
10.1.37.2,6,11,3,13,9,32,15,22,47,76,99,78,135,150,158,201,186,171,227,213,290,186,182,192,208,182,141,93,80,50,65,83,28,26,7,33,0,0,5,0,3703,1.19827,0.00662678
10.1.38.2,4,0,9,4,14,20,32,33,48,72,93,97,96,155,258,147,155,201,230,221,243,203,192,193,162,136,199,112,100,67,45,54,34,24,0,18,10,0,0,0,3681,1.19778,0.00651084
10.1.39.2,3,4,9,7,25,27,25,60,45,65,118,128,93,105,169,151,233,262,202,177,236,254,180,186,205,135,154,94,87,72,58,45,35,35,12,3,3,6,0,0,3708,1.19839,0.00612808
10.1.40.2,4,0,0,13,19,37,6,42,43,94,87,90,107,102,112,179,183,231,260,250,273,199,210,199,153,114,134,105,119,77,46,53,29,22,24,7,3,7,3,0,3636,1.20019,0.00625416
"Total de hormigas enviadas",147998
"Suma de las medias de los tiempos",47.4582
"Media de las medias de los tiempos",1.18646
"Varianza de las varianzas de los tiempos",2.30634e-08
