 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.26.2,0,0,4,9,24,18,16,42,37,72,86,89,137,186,215,212,177,226,214,230,219,206,194,212,234,0,142,89,83,102,78,35,33,31,7,0,0,6,17,0,3682,1.19128,0.00636769
10.1.27.2,0,0,11,0,10,0,50,58,46,85,65,98,177,148,186,117,252,237,234,282,223,266,268,180,218,129,0,100,88,74,56,36,33,13,11,20,4,4,3,0,3782,1.18799,0.00623794
10.1.28.2,9,5,0,6,14,38,16,54,33,81,55,93,128,146,173,241,220,179,265,236,281,195,223,136,166,143,142,0,95,79,68,63,26,11,12,20,10,9,9,0,3680,1.19083,0.00614454
10.1.29.2,0,10,17,16,20,18,9,44,42,93,100,102,119,158,229,161,187,189,257,289,219,243,211,173,124,154,129,114,0,77,66,17,27,30,11,10,9,5,5,0,3684,1.18796,0.00640757
10.1.30.2,0,11,7,15,11,17,32,50,57,60,68,117,147,164,204,186,263,235,203,257,188,254,198,238,154,128,104,128,86,0,44,53,28,10,12,16,0,3,5,0,3753,1.19014,0.00645812
10.1.31.2,4,7,15,0,16,17,38,52,80,86,77,132,173,130,152,184,229,249,241,221,230,203,199,184,155,146,100,151,98,74,0,39,21,28,4,11,0,0,0,0,3746,1.18722,0.00631863
10.1.32.2,0,6,6,8,21,15,44,23,45,50,71,123,183,165,194,175,188,212,240,226,193,209,217,196,218,99,110,142,95,68,79,0,35,36,10,10,0,15,6,0,3733,1.18687,0.00630199
10.1.33.2,11,7,6,6,6,21,16,28,47,48,99,137,179,117,170,195,289,220,260,178,271,225,175,185,195,138,129,87,91,47,40,60,0,8,23,21,12,24,10,0,3781,1.19995,0.00639931
10.1.34.2,6,8,10,10,0,16,46,24,87,115,66,91,128,162,181,158,236,222,208,180,254,221,194,200,194,158,119,91,84,62,53,61,15,0,14,8,17,3,6,0,3708,1.19753,0.00644047
10.1.35.2,10,4,3,25,23,37,54,33,60,95,71,91,95,141,163,205,203,331,175,213,230,169,212,167,189,124,147,111,89,73,50,55,23,14,0,8,6,0,3,0,3702,1.19927,0.00646433
10.1.36.2,9,9,11,4,14,41,19,60,77,109,63,117,138,199,173,183,209,198,146,233,184,253,243,194,127,160,87,81,93,75,60,63,46,21,4,0,10,8,0,0,3721,1.19767,0.00644492
10.1.37.2,0,0,0,0,10,16,28,53,51,49,107,67,137,153,160,219,184,264,215,271,248,209,270,136,173,146,141,84,99,69,35,57,24,16,14,17,0,0,5,0,3727,1.1949,0.00632036
10.1.38.2,3,0,23,15,19,23,41,33,64,41,107,82,99,149,227,148,156,188,201,312,237,240,220,166,149,128,152,96,95,73,87,44,54,18,23,18,4,0,21,0,3756,1.19742,0.00629119
10.1.39.2,0,21,3,3,18,18,48,48,70,72,85,102,172,160,173,156,194,193,185,212,269,271,143,249,163,137,81,127,109,84,38,45,8,35,12,4,4,9,0,0,3721,1.19696,0.00659425
10.1.40.2,6,0,0,5,17,22,34,44,54,105,99,108,151,150,160,189,211,169,156,211,273,219,222,211,161,107,157,126,103,73,59,55,52,5,0,18,4,0,0,0,3736,1.20094,0.00642957
"Total de hormigas enviadas",148422
"Suma de las medias de los tiempos",47.4827
"Media de las medias de los tiempos",1.18707
"Varianza de las varianzas de los tiempos",1.78475e-08
