 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,9,0,3,34,27,42,45,33,103,79,155,159,171,179,259,191,194,247,178,197,211,155,149,170,101,123,97,98,60,74,28,41,25,20,3,12,0,0,0,3672,1.17758,0.00649889
10.1.2.2,0,0,5,9,4,21,50,50,40,70,77,134,178,180,171,220,188,163,207,229,167,187,286,207,151,114,119,110,79,71,43,63,13,21,26,8,0,12,4,0,3677,1.17601,0.00651253
10.1.3.2,0,0,0,5,56,19,35,29,79,35,102,117,132,147,144,187,208,233,180,226,204,191,237,199,173,169,154,131,74,54,46,33,6,21,26,5,16,9,3,0,3685,1.17741,0.00637716
10.1.4.2,0,10,10,0,8,19,22,39,67,84,150,85,213,139,202,156,152,205,178,185,200,221,209,174,218,156,159,106,46,99,91,38,21,30,22,4,16,0,4,0,3738,1.1741,0.00620759
10.1.5.2,6,6,9,22,0,36,29,53,42,68,94,130,130,128,220,181,187,232,177,193,179,267,226,220,134,182,127,121,68,59,58,39,40,5,33,10,9,11,5,0,3736,1.18017,0.00629337
10.1.6.2,3,8,9,24,17,0,29,27,40,105,88,95,151,179,174,185,194,210,241,167,246,213,247,214,179,109,136,140,67,75,60,33,16,7,16,19,0,0,4,0,3727,1.17862,0.00642345
10.1.7.2,5,6,10,21,13,22,0,8,55,55,118,110,181,164,156,241,173,202,181,226,204,266,153,207,165,122,136,104,74,78,72,56,27,13,16,11,6,8,0,0,3665,1.17856,0.0060526
10.1.8.2,3,0,18,9,8,11,45,0,64,54,72,85,89,135,171,146,202,245,212,253,195,227,247,211,204,174,129,133,91,82,51,51,56,28,18,20,0,9,0,0,3748,1.18057,0.00607344
10.1.9.2,0,11,3,8,17,18,35,32,0,68,84,69,161,157,181,155,225,245,240,273,261,280,150,233,163,143,117,105,119,82,18,44,17,0,30,0,0,0,0,0,3744,1.18418,0.00636722
10.1.10.2,0,10,9,22,19,27,29,21,40,0,83,106,145,171,195,234,191,234,251,241,241,210,173,200,157,136,147,85,94,50,34,32,38,6,19,17,0,4,0,0,3671,1.17976,0.00642122
10.1.11.2,5,6,5,9,22,20,27,36,61,88,0,104,145,160,172,177,201,264,230,236,196,198,231,228,177,208,128,133,48,33,55,31,27,17,17,7,7,0,6,0,3715,1.18287,0.00650735
10.1.12.2,6,0,7,0,27,14,24,44,49,46,96,0,116,148,206,192,181,218,274,266,267,213,159,199,125,224,116,107,116,83,65,41,40,14,19,17,6,14,0,0,3739,1.17943,0.00644984
10.1.13.2,4,3,9,8,4,16,20,57,49,101,119,115,0,177,181,182,214,228,209,234,209,253,191,206,167,105,120,109,114,59,55,39,47,32,11,3,18,4,4,0,3676,1.18225,0.00650326
10.1.14.2,0,9,0,0,38,30,31,47,55,33,114,143,125,0,164,175,210,207,125,297,330,208,239,178,184,163,138,109,96,71,60,32,25,23,9,8,25,3,8,0,3712,1.18424,0.00647147
10.1.15.2,6,14,7,10,24,23,46,65,49,79,94,92,97,178,0,223,194,257,207,199,246,191,225,225,126,158,164,126,62,85,59,50,41,16,12,3,8,9,9,0,3679,1.18255,0.00638405
10.1.16.2,3,8,5,13,27,34,16,39,98,79,126,108,136,113,193,0,247,217,237,231,272,256,211,223,147,158,144,79,94,80,28,29,29,3,17,3,0,5,8,0,3716,1.18197,0.00651077
10.1.17.2,13,6,7,14,31,26,26,55,88,61,72,134,153,193,181,206,0,255,231,223,226,217,257,145,140,153,121,108,77,64,49,41,29,39,0,5,12,12,3,0,3673,1.18989,0.0065934
10.1.18.2,0,0,20,6,33,20,36,36,36,65,70,80,133,158,161,207,193,0,198,310,338,234,188,233,192,137,173,68,83,72,55,49,44,23,27,21,9,3,0,0,3711,1.18872,0.00634983
10.1.19.2,0,5,18,11,12,30,14,46,64,49,101,109,155,132,199,166,228,223,0,221,227,284,210,194,177,149,183,122,56,53,106,47,25,41,6,3,14,6,7,0,3693,1.18939,0.00640071
10.1.20.2,0,0,4,13,27,19,35,39,64,76,93,116,216,175,222,160,203,225,211,0,219,241,234,197,152,190,98,91,53,69,48,39,48,36,40,10,4,0,0,0,3667,1.18763,0.00640939
10.1.21.2,0,4,9,10,29,10,28,22,37,112,96,128,119,175,157,195,240,226,236,219,0,229,224,231,193,164,178,81,98,54,80,47,39,14,15,7,10,0,0,0,3716,1.18834,0.00649033
10.1.22.2,3,0,0,15,16,23,27,39,43,64,77,134,166,162,233,164,161,231,239,226,266,0,164,223,205,196,142,129,84,64,56,52,47,32,14,10,23,3,6,0,3739,1.19002,0.00622715
10.1.23.2,6,3,12,23,13,41,33,53,59,59,75,143,135,147,172,198,239,170,246,198,281,242,0,174,162,111,174,117,113,61,49,71,30,20,14,6,4,0,4,0,3658,1.18878,0.00660529
10.1.24.2,0,0,5,7,23,34,13,31,53,53,99,73,125,119,121,218,220,329,261,210,256,263,202,0,208,180,112,129,56,76,32,60,39,6,46,22,5,8,4,0,3698,1.18918,0.00666642
10.1.25.2,0,0,11,4,15,25,37,41,48,67,92,120,142,163,194,149,213,234,250,239,208,172,247,247,0,205,121,112,66,60,41,23,41,15,21,12,9,5,6,0,3655,1.18363,0.00633366
