 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.16.2,4,8,7,17,9,32,30,42,65,87,81,96,110,197,172,0,163,198,193,234,295,227,225,170,222,169,70,163,110,61,51,53,27,8,31,25,16,4,0,0,3672,1.18422,0.00649969
10.1.17.2,0,0,14,6,13,26,47,33,49,49,59,136,93,194,200,174,0,230,189,241,175,257,225,214,169,162,132,150,91,95,57,39,39,43,23,16,11,0,3,0,3654,1.18632,0.00627093
10.1.18.2,4,5,4,6,29,14,43,44,73,66,67,144,149,157,150,156,262,0,218,261,238,234,274,162,147,170,173,111,98,39,55,35,30,26,10,23,9,5,5,0,3696,1.1884,0.00636432
10.1.19.2,0,3,6,13,25,13,44,49,32,110,113,125,94,155,176,231,211,174,0,212,257,257,216,184,203,166,161,148,115,51,72,13,29,12,18,3,3,6,19,0,3719,1.1893,0.00649725
10.1.20.2,0,12,14,21,9,14,45,34,61,76,87,121,147,167,221,163,202,272,215,0,238,190,257,176,216,174,97,88,75,81,68,44,35,51,31,11,21,0,3,0,3737,1.18775,0.00651827
10.1.21.2,9,0,5,9,27,22,37,48,30,78,76,150,157,160,153,203,203,234,193,236,0,272,230,212,173,174,107,142,102,76,82,38,10,30,13,0,12,0,4,0,3707,1.18748,0.00606483
10.1.22.2,0,15,10,8,5,9,21,45,64,97,105,119,112,176,161,212,250,173,207,228,285,0,257,197,204,169,106,114,101,65,55,39,42,0,18,15,0,0,0,0,3684,1.18716,0.00630793
10.1.23.2,5,10,17,14,25,16,30,62,71,61,110,116,70,135,132,204,213,247,232,346,179,238,0,172,163,102,140,130,78,93,73,64,42,9,27,20,3,9,10,0,3668,1.18874,0.00625627
10.1.24.2,0,4,0,4,21,28,28,38,56,98,80,100,123,163,153,219,189,238,237,181,241,265,195,0,147,167,170,116,102,98,68,44,44,20,28,13,6,15,0,0,3699,1.188,0.00646544
10.1.25.2,0,0,9,10,13,21,36,35,36,41,114,122,167,227,238,139,254,222,206,337,192,219,208,161,0,163,136,109,84,48,45,30,21,0,16,9,5,12,0,0,3685,1.18438,0.00658695
10.1.26.2,0,3,0,12,18,19,34,57,51,50,121,112,139,161,150,155,227,271,239,237,222,258,249,172,150,0,160,69,77,54,52,44,44,19,27,10,6,6,3,0,3678,1.18918,0.00638921
10.1.27.2,0,0,6,4,14,18,28,23,59,57,108,119,162,171,128,187,257,273,200,294,221,192,205,170,150,163,0,85,79,83,43,77,21,25,3,16,4,6,0,0,3651,1.19031,0.00620778
10.1.28.2,0,0,8,13,9,51,40,24,43,59,106,115,81,96,227,163,207,250,219,211,215,281,227,181,201,145,142,0,71,67,60,41,54,22,4,12,6,9,4,0,3664,1.18808,0.00659551
10.1.29.2,0,11,10,7,9,7,29,38,73,61,116,116,107,153,210,269,204,246,229,251,209,216,212,189,150,127,104,71,0,83,66,33,40,32,19,5,10,0,9,0,3721,1.19124,0.00665961
10.1.30.2,0,5,6,9,27,37,45,80,42,56,87,154,101,165,173,134,181,255,232,290,251,170,216,186,125,170,173,111,65,0,61,30,17,9,29,19,3,3,9,0,3726,1.19121,0.00654451
10.1.31.2,3,8,8,13,23,16,17,69,60,64,123,110,141,174,142,179,202,164,220,212,189,189,193,230,188,178,109,114,62,119,0,26,51,23,16,8,8,0,5,0,3656,1.1868,0.00638317
10.1.32.2,0,8,0,10,25,16,43,36,33,41,48,121,124,170,142,206,170,266,240,294,248,267,185,173,174,176,123,89,133,53,40,0,15,26,7,12,5,10,3,0,3732,1.18765,0.00649343
10.1.33.2,0,6,15,24,8,37,24,31,53,72,104,134,146,135,173,218,241,233,207,296,232,175,209,143,172,150,105,110,86,70,51,39,0,12,15,9,0,16,5,0,3756,1.2013,0.00664008
10.1.34.2,0,10,13,25,19,18,22,62,58,86,104,66,169,138,173,205,181,211,179,262,224,204,200,191,151,142,85,99,80,88,63,39,13,0,16,18,10,3,4,0,3631,1.19422,0.00638628
10.1.35.2,0,10,7,19,14,34,25,40,70,62,73,92,84,142,192,191,249,276,198,258,183,213,184,162,195,121,165,79,64,80,53,49,44,10,0,15,3,5,5,0,3666,1.19672,0.00621732
10.1.36.2,8,0,11,27,22,11,11,43,44,105,68,78,131,163,168,182,232,226,227,256,247,252,152,168,141,133,118,100,94,64,45,49,33,17,19,0,0,0,0,0,3645,1.19587,0.00632833
10.1.37.2,4,0,0,10,25,23,26,58,72,48,88,123,137,148,145,158,186,238,201,257,215,234,220,137,187,122,140,105,97,73,71,42,26,7,14,8,0,0,3,0,3648,1.19699,0.006481
10.1.38.2,7,4,14,6,9,16,22,20,74,75,120,133,122,173,165,168,193,219,234,224,232,145,239,223,156,121,162,91,107,110,43,11,32,4,20,9,0,0,0,0,3703,1.19825,0.00674817
10.1.39.2,0,6,12,13,18,28,12,45,21,48,79,101,116,150,180,275,188,230,233,254,220,208,197,192,216,142,113,119,54,88,31,34,35,10,0,16,7,12,0,0,3703,1.1959,0.00633667
10.1.40.2,0,9,3,15,24,36,36,19,23,62,58,98,115,171,173,223,220,272,290,144,301,205,189,162,144,115,79,95,99,83,64,9,54,19,24,9,6,5,4,0,3657,1.19321,0.00623087
"Total de hormigas enviadas",147557
"Suma de las medias de los tiempos",47.477
"Media de las medias de los tiempos",1.18693
"Varianza de las varianzas de los tiempos",2.37227e-08
