 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,3,8,5,16,23,23,36,47,62,60,127,111,177,141,206,241,224,189,187,277,207,223,171,165,168,91,151,114,110,54,58,7,20,21,0,4,3,0,0,3730,1.18037,0.00657745
10.1.2.2,5,0,11,6,8,13,40,45,58,93,87,147,111,206,134,205,190,229,183,189,173,193,220,161,176,135,126,107,89,98,71,42,31,31,26,13,7,6,0,0,3665,1.17539,0.00652593
10.1.3.2,0,9,0,5,49,15,13,29,80,89,91,104,140,160,142,151,207,215,219,190,284,202,184,231,197,165,128,93,87,55,42,30,48,9,10,10,11,14,6,0,3714,1.17908,0.00658553
10.1.4.2,3,0,3,0,14,41,32,33,57,55,107,72,135,159,164,159,199,229,244,208,269,128,225,167,245,197,122,88,72,107,71,31,15,29,6,20,3,0,3,0,3712,1.18001,0.0062447
10.1.5.2,13,0,8,3,0,32,18,51,52,74,82,138,87,165,148,213,164,222,231,254,223,248,157,206,139,133,110,145,88,63,45,62,41,23,15,24,11,9,0,0,3697,1.18085,0.00649497
10.1.6.2,0,8,3,0,3,0,25,23,46,78,151,121,123,162,135,154,239,246,228,268,232,206,177,222,127,167,124,111,69,78,55,19,38,40,6,19,12,4,0,0,3719,1.17978,0.00654549
10.1.7.2,0,0,6,5,11,44,0,28,53,78,102,87,154,207,168,160,194,250,214,236,220,218,231,142,129,180,85,107,82,72,61,60,16,21,13,3,21,0,5,0,3663,1.1756,0.00647812
10.1.8.2,0,5,12,14,19,9,13,0,31,67,66,94,111,165,174,147,189,260,207,232,199,249,262,199,163,203,145,99,72,81,72,26,32,17,28,29,11,6,8,0,3716,1.18037,0.00613412
10.1.9.2,5,13,12,21,0,8,22,67,0,64,70,99,90,157,141,258,246,212,188,287,279,236,228,192,147,122,146,109,90,34,23,40,0,23,23,16,4,0,0,0,3672,1.18285,0.00627172
10.1.10.2,0,4,10,19,17,27,26,33,57,0,115,136,147,174,198,129,214,173,252,239,252,228,244,160,150,144,111,97,92,63,78,52,11,15,25,0,11,6,8,0,3717,1.18357,0.00663598
10.1.11.2,6,3,12,6,16,26,23,66,63,98,0,90,106,175,183,236,245,226,198,204,234,212,147,205,147,155,128,89,97,62,49,39,52,31,8,21,16,0,0,0,3674,1.18305,0.00639972
10.1.12.2,4,0,10,11,21,23,37,68,43,66,113,0,93,172,185,216,177,190,269,247,208,256,189,174,198,155,171,92,79,100,44,49,32,16,12,8,16,0,0,0,3744,1.18297,0.00634044
10.1.13.2,13,3,0,10,15,18,29,40,56,98,78,76,0,138,163,158,226,229,219,246,218,228,223,174,216,120,145,102,131,85,53,35,42,21,11,15,12,0,3,0,3649,1.18356,0.00632734
10.1.14.2,10,4,0,6,9,20,34,52,36,64,83,98,117,0,194,219,212,197,282,282,229,255,178,147,186,134,89,92,81,68,62,59,58,29,19,9,33,0,3,0,3650,1.1806,0.00631068
10.1.15.2,0,4,6,4,13,32,36,27,61,111,67,89,126,156,0,148,218,179,327,282,233,193,213,226,183,161,102,97,112,81,68,30,56,12,15,9,0,0,0,0,3677,1.18029,0.00641353
