 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.1.2,0,0,6,0,14,21,19,31,69,85,75,118,129,150,174,199,164,208,230,187,250,230,220,240,134,149,118,101,92,61,52,26,45,24,15,30,4,4,13,0,3687,1.1748,0.0061718
10.1.2.2,0,0,22,5,19,13,21,36,55,61,103,109,146,103,143,198,181,201,198,184,199,220,212,183,178,184,188,122,78,90,60,36,46,32,8,20,13,6,0,0,3673,1.17798,0.0061956
10.1.3.2,0,16,0,10,26,25,9,57,31,68,101,78,91,124,180,186,229,255,198,254,245,220,168,231,145,203,119,136,75,80,34,48,19,26,27,8,15,0,10,0,3747,1.17812,0.0060688
10.1.4.2,0,8,0,0,16,47,38,53,66,54,112,113,100,165,226,169,228,239,208,223,264,210,257,192,150,157,121,83,68,57,37,19,30,8,8,18,6,0,5,0,3755,1.17906,0.00629792
10.1.5.2,0,0,0,4,0,27,20,54,86,52,87,129,107,147,155,163,146,210,213,251,190,253,233,192,187,149,109,101,117,48,50,39,38,21,28,30,0,20,0,0,3656,1.17555,0.00623879
10.1.6.2,0,0,3,21,17,0,42,38,52,57,91,128,142,180,150,170,182,213,215,235,211,221,213,185,136,161,136,135,69,72,40,34,57,9,12,14,0,3,4,0,3648,1.17874,0.00652939
10.1.7.2,3,3,3,19,18,27,0,25,69,56,90,147,97,108,204,167,248,147,225,230,255,197,189,245,170,138,149,72,68,80,44,17,54,30,36,17,25,8,0,0,3680,1.17987,0.00641385
10.1.8.2,0,4,5,12,8,16,33,0,74,76,73,125,102,154,156,194,207,207,249,292,204,184,189,180,138,184,112,122,74,102,50,67,38,29,22,10,9,11,5,0,3717,1.17722,0.00631907
10.1.9.2,0,3,12,19,10,12,36,53,0,36,81,119,112,101,129,211,201,291,249,259,186,195,223,156,171,160,117,169,56,88,45,34,73,29,16,27,6,14,6,0,3705,1.18267,0.00626222
10.1.10.2,11,0,13,3,10,23,18,47,52,0,88,105,201,161,154,204,244,220,220,239,190,207,192,181,179,180,130,75,73,46,51,48,44,40,19,9,6,6,14,0,3703,1.18069,0.00627194
