 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.11.2,0,3,8,5,21,32,35,54,65,80,0,103,166,127,170,170,206,218,246,260,231,235,187,211,123,193,110,95,73,118,58,42,29,19,12,5,17,4,0,0,3731,1.18162,0.00638595
10.1.12.2,9,0,19,3,11,35,27,56,39,86,118,0,74,152,216,160,182,212,214,289,183,241,248,219,143,194,123,89,75,71,49,63,25,20,12,29,11,0,0,0,3697,1.17967,0.00648975
10.1.13.2,4,4,8,5,11,12,42,52,41,71,71,99,0,137,199,182,229,293,182,227,185,225,170,221,185,137,168,115,120,64,84,51,36,15,16,11,12,6,0,0,3690,1.18363,0.00631745
10.1.14.2,4,10,3,11,20,11,38,56,68,87,74,123,151,0,145,225,205,245,201,235,191,218,214,252,172,129,103,91,84,60,51,49,44,16,19,17,13,4,17,0,3656,1.18108,0.00642234
10.1.15.2,0,7,4,20,18,22,11,41,54,43,102,108,125,101,0,186,256,218,276,230,268,235,206,218,137,176,146,58,115,33,65,43,44,14,28,9,10,0,15,0,3642,1.18081,0.00614666
10.1.16.2,9,10,15,16,16,14,22,30,46,115,109,93,142,145,185,0,287,173,251,269,242,204,165,161,226,132,141,100,76,100,51,44,25,31,20,6,0,6,3,0,3680,1.18293,0.00637075
10.1.17.2,6,4,10,6,26,13,26,54,68,99,88,131,131,141,206,208,0,201,288,220,291,145,192,189,207,145,117,133,95,96,29,34,42,17,22,22,8,0,0,0,3710,1.18858,0.00667375
10.1.18.2,0,12,17,9,25,30,25,55,54,84,89,98,122,153,140,194,219,0,196,266,241,245,209,215,268,136,121,86,121,66,90,40,22,21,15,7,3,10,6,0,3710,1.18653,0.00661187
10.1.19.2,0,4,24,0,21,15,38,35,51,82,107,88,101,159,149,204,253,196,0,286,262,229,270,158,144,126,157,137,96,76,54,54,55,15,29,9,11,21,0,0,3716,1.18548,0.00623807
10.1.20.2,5,3,5,5,6,5,48,59,49,83,111,119,128,188,270,187,277,255,241,0,250,226,191,185,167,98,129,96,77,60,55,51,33,16,4,8,0,12,6,0,3708,1.1861,0.00609014
10.1.21.2,0,18,10,7,19,12,36,49,78,78,105,122,161,175,163,191,283,227,169,215,0,245,231,157,174,162,122,143,88,62,92,61,34,29,18,10,5,4,0,0,3755,1.18846,0.00638583
10.1.22.2,9,3,18,11,16,30,34,27,98,115,66,121,106,125,193,219,213,267,198,210,190,0,194,221,173,160,151,104,70,100,43,54,49,12,22,0,3,8,10,0,3643,1.18932,0.00624723
10.1.23.2,0,4,5,11,9,42,39,17,64,53,116,101,134,123,214,228,224,212,271,218,249,226,0,169,174,139,140,91,100,114,51,49,43,27,19,0,6,0,0,0,3682,1.18709,0.006468
10.1.24.2,3,7,5,10,10,24,29,50,48,54,97,142,116,168,141,204,225,222,223,223,231,261,239,0,180,188,124,87,111,68,54,27,45,8,37,17,4,6,0,0,3688,1.18804,0.0065829
10.1.25.2,3,3,0,8,5,6,40,54,36,61,63,140,128,110,214,186,197,214,260,219,288,294,221,176,0,166,159,98,78,58,32,36,25,25,5,17,10,0,0,0,3635,1.18845,0.00640306
10.1.26.2,4,0,4,8,33,5,6,49,47,82,101,111,135,161,171,225,219,175,230,246,238,223,226,192,172,0,180,73,95,67,52,48,36,31,21,9,5,5,9,0,3694,1.19012,0.00653197
10.1.27.2,6,13,9,7,15,29,40,38,65,41,97,122,160,103,151,224,205,223,225,242,264,201,222,167,180,139,0,85,111,102,53,21,34,15,26,3,5,10,0,0,3653,1.18722,0.00634704
10.1.28.2,3,10,11,18,19,28,30,18,63,74,87,119,110,171,185,242,242,174,171,200,176,176,250,163,263,130,127,0,129,95,73,46,19,46,26,18,5,0,3,0,3720,1.18767,0.00646886
10.1.29.2,4,0,3,11,7,10,18,39,52,68,83,151,134,148,145,195,190,246,208,237,233,191,211,181,193,177,138,143,0,61,24,37,25,20,29,27,9,0,0,0,3648,1.19051,0.00612727
10.1.30.2,0,11,17,0,27,20,34,55,49,74,116,103,126,138,177,209,206,176,218,204,228,244,227,205,132,150,137,116,59,0,33,55,38,30,22,24,0,12,11,0,3683,1.18907,0.0063989
10.1.31.2,0,0,0,6,30,30,42,38,33,64,102,83,136,114,143,179,239,230,195,214,212,230,192,221,206,170,171,107,84,60,0,31,21,13,30,19,9,5,6,0,3665,1.18965,0.00647325
10.1.32.2,0,0,12,21,33,22,28,17,63,60,95,96,143,116,165,163,177,227,175,214,216,250,260,228,195,129,155,78,97,85,73,0,43,21,26,12,13,0,0,0,3708,1.19155,0.00635405
10.1.33.2,0,6,8,15,22,7,27,27,68,55,102,104,128,174,163,206,214,241,142,243,299,237,252,217,162,141,98,85,107,25,37,38,0,29,19,12,0,14,10,0,3734,1.19714,0.00670969
10.1.34.2,0,5,0,15,23,20,50,52,39,61,67,112,103,100,149,208,192,268,292,233,259,228,244,182,148,135,125,92,68,70,82,42,43,0,14,6,10,4,0,0,3741,1.19978,0.00651314
10.1.35.2,0,6,8,5,9,26,28,28,50,81,64,105,96,130,218,177,191,217,330,289,227,232,195,165,158,158,114,100,77,51,51,34,22,42,0,4,7,4,0,0,3699,1.19615,0.00623697
10.1.36.2,14,10,9,14,0,17,19,34,57,72,85,98,155,95,147,213,177,231,169,301,188,218,209,186,258,130,120,79,107,114,65,6,34,5,32,0,7,11,0,0,3686,1.19589,0.00648645
10.1.37.2,0,13,7,27,22,17,36,43,43,65,96,125,174,154,133,188,204,233,195,190,205,164,189,214,133,176,160,130,111,78,76,50,30,28,15,11,0,0,6,0,3741,1.19927,0.00630022
10.1.38.2,0,9,0,14,22,13,21,33,72,101,136,95,178,143,203,171,191,201,230,215,237,180,177,213,175,66,115,95,76,65,49,49,39,7,27,4,6,0,0,0,3628,1.19619,0.00640942
10.1.39.2,0,9,4,9,15,14,47,45,71,97,71,108,96,151,134,167,226,211,235,217,251,286,247,191,180,111,86,95,70,78,71,23,35,13,18,0,7,0,0,0,3689,1.19543,0.00645416
10.1.40.2,7,0,8,19,6,8,24,17,55,67,77,135,162,160,154,215,193,190,232,201,188,239,218,187,194,156,125,89,89,51,31,41,31,30,45,3,0,4,5,0,3656,1.1958,0.00624481
"Total de hormigas enviadas",147659
"Suma de las medias de los tiempos",47.4639
"Media de las medias de los tiempos",1.1866
"Varianza de las varianzas de los tiempos",2.31205e-08
