 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,"Hormigas enviadas",Media,Varianza
10.1.11.2,0,0,4,8,35,8,38,50,57,50,0,146,151,101,172,186,207,269,184,233,278,195,221,169,158,182,125,95,111,101,27,37,48,24,14,16,9,11,8,0,3728,1.18297,0.00644955
10.1.12.2,6,6,7,32,33,18,21,55,28,68,79,0,159,99,155,244,190,222,315,243,247,192,197,215,141,187,113,99,65,75,70,38,16,35,3,4,19,9,3,0,3708,1.18048,0.00635187
10.1.13.2,0,14,0,11,9,9,46,60,36,131,89,105,0,237,147,161,245,261,218,191,224,186,180,200,156,156,108,123,64,95,56,41,35,24,19,3,0,0,10,0,3650,1.17839,0.00622855
10.1.14.2,0,5,9,18,16,47,42,40,68,112,69,72,181,0,210,187,213,205,218,184,217,236,272,185,141,162,152,115,59,89,53,41,15,27,24,3,10,15,6,0,3718,1.18482,0.00652603
10.1.15.2,0,14,10,12,22,22,29,18,74,73,107,121,133,218,0,204,207,191,242,199,264,208,261,183,148,132,137,140,84,70,61,32,45,14,17,12,9,9,0,0,3722,1.18352,0.00650547
10.1.16.2,6,0,12,11,33,23,32,26,62,75,103,94,156,192,187,0,216,200,203,216,235,305,172,224,144,148,109,95,117,52,74,48,39,12,16,10,13,3,14,0,3677,1.18382,0.0061598
10.1.17.2,0,5,7,33,17,18,32,45,42,46,99,97,142,100,206,260,0,234,264,240,261,202,180,237,173,115,147,124,94,49,64,33,49,50,25,14,5,0,0,0,3709,1.18893,0.0062847
10.1.18.2,7,20,9,20,6,17,38,47,22,43,90,120,121,145,199,198,300,0,216,234,277,232,161,220,185,148,145,89,115,94,54,19,43,20,3,19,12,6,0,0,3694,1.18805,0.0065212
10.1.19.2,0,0,9,9,36,24,36,32,62,89,113,103,168,168,171,226,155,191,0,229,217,289,276,195,163,155,124,152,89,65,44,45,27,11,12,8,5,9,0,0,3707,1.18486,0.00651141
10.1.20.2,0,3,24,9,15,18,10,47,51,68,89,116,117,163,183,186,222,235,182,0,239,238,219,181,197,159,185,100,132,74,54,35,51,14,23,11,13,4,3,0,3670,1.18641,0.00655372
10.1.21.2,7,0,0,11,3,40,42,54,44,79,99,135,179,156,178,204,223,222,266,214,0,207,234,198,199,143,149,88,77,47,46,51,38,21,34,23,10,0,0,0,3721,1.1871,0.00653612
10.1.22.2,3,0,3,6,23,9,4,55,88,93,76,86,123,199,206,249,237,213,245,210,254,0,264,184,136,186,123,134,48,70,69,30,42,29,17,6,0,0,4,0,3724,1.18799,0.00659179
10.1.23.2,6,3,9,13,7,24,27,54,58,46,99,113,152,169,187,211,229,237,242,227,255,223,0,154,174,155,152,107,100,53,61,42,30,15,23,17,9,0,3,0,3686,1.18887,0.00632122
10.1.24.2,6,6,7,13,14,17,28,39,93,95,85,125,159,128,162,169,186,247,271,224,270,206,229,0,164,182,154,99,86,64,49,50,36,20,28,12,0,12,9,0,3744,1.18838,0.00618225
10.1.25.2,0,0,6,3,9,30,29,43,68,72,90,103,156,117,159,190,182,172,163,306,218,292,239,180,0,190,183,91,92,87,69,53,34,21,12,23,22,9,8,0,3721,1.1882,0.00651482
10.1.26.2,5,6,3,0,5,19,30,39,42,63,95,128,119,192,170,195,196,259,217,227,272,193,248,134,197,0,149,103,80,83,53,58,28,37,3,12,5,8,4,0,3677,1.19003,0.0064274
10.1.27.2,0,10,12,12,46,12,42,38,43,58,71,148,131,177,177,171,207,243,207,216,190,251,240,150,198,174,0,100,71,82,67,33,43,34,35,7,20,0,4,0,3720,1.18882,0.00649328
10.1.28.2,0,7,6,0,31,39,30,34,29,136,93,100,117,160,142,220,232,202,280,246,187,213,177,192,164,148,144,0,123,46,74,39,39,37,5,20,0,0,0,0,3712,1.1896,0.0064543
10.1.29.2,0,4,7,9,30,12,43,61,85,71,60,135,116,189,163,210,210,206,233,245,197,220,228,187,155,111,156,131,0,70,36,47,17,14,10,18,12,6,5,0,3709,1.18792,0.00639692
10.1.30.2,5,0,6,21,11,13,27,51,44,48,133,66,78,183,156,148,219,268,237,207,232,241,232,192,161,175,118,123,82,0,62,54,40,33,7,16,0,8,3,0,3700,1.19126,0.00660917
10.1.31.2,0,4,5,17,17,21,34,27,76,77,68,92,148,156,223,166,252,210,240,272,217,177,242,177,157,125,133,131,54,85,0,27,13,56,26,9,0,5,6,0,3745,1.18805,0.00639073
10.1.32.2,0,9,3,19,8,21,30,29,54,63,124,83,96,143,227,204,155,195,301,217,242,219,174,190,137,187,158,124,72,77,47,0,41,11,5,10,5,15,0,0,3695,1.18966,0.00645788
10.1.33.2,0,4,5,11,12,28,35,53,53,79,109,121,153,135,131,112,210,208,226,266,178,193,217,225,171,111,137,142,62,70,35,70,0,36,28,18,26,6,0,0,3676,1.19726,0.00672061
10.1.34.2,12,0,15,15,26,13,45,37,65,106,73,130,132,100,160,195,234,208,218,258,220,195,225,256,170,150,66,103,65,67,32,43,31,0,12,0,3,6,7,0,3693,1.19667,0.006465
10.1.35.2,12,6,3,14,15,26,36,34,47,96,102,99,135,130,170,207,175,234,183,236,227,212,210,174,134,156,112,120,123,81,26,40,40,18,0,18,0,9,6,0,3666,1.19814,0.00627622
10.1.36.2,0,11,3,6,14,9,31,32,56,52,71,118,138,136,154,189,209,245,229,249,253,255,159,220,144,144,140,103,74,100,37,38,22,8,0,0,10,5,3,0,3667,1.19736,0.00649129
10.1.37.2,5,3,5,11,36,36,35,49,38,77,67,78,115,190,187,221,190,235,245,242,219,151,214,173,125,145,133,100,86,61,76,35,43,16,29,5,0,6,7,0,3689,1.19793,0.00624386
10.1.38.2,7,4,14,14,16,4,38,35,50,76,94,137,109,179,206,183,206,165,220,227,247,208,200,265,181,109,94,101,85,64,42,57,28,35,11,3,0,0,0,0,3714,1.19711,0.00642918
10.1.39.2,0,5,20,4,25,6,32,30,56,82,54,109,179,145,157,175,173,217,245,284,217,201,257,177,165,149,123,104,82,98,64,23,23,4,19,18,0,6,0,0,3728,1.1979,0.00643327
10.1.40.2,0,4,14,16,26,16,16,22,29,49,98,107,130,99,213,173,223,166,273,193,225,215,227,188,195,178,171,122,55,66,72,39,32,22,19,4,21,0,0,0,3718,1.19738,0.00636353
"Total de hormigas enviadas",148180
"Suma de las medias de los tiempos",47.4711
"Media de las medias de los tiempos",1.18678
"Varianza de las varianzas de los tiempos",1.88166e-08
