 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,Suma
10.1.1.2,0.000000,0.000121,0.000026,0.000488,0.000000,0.000000,0.000000,0.002837,0.000891,0.005036,0.046576,0.033280,0.023369,0.008278,0.013951,0.063599,0.050583,0.174518,0.104934,0.135250,0.036654,0.216145,0.081549,0.001581,0.000000,0.000259,0.000059,0.000000,0.000004,0.000001,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.2.2,0.000716,0.000000,0.000002,0.000025,0.000108,0.000000,0.000000,0.000211,0.022076,0.013680,0.040613,0.029126,0.000410,0.002365,0.004286,0.034731,0.047398,0.174285,0.221337,0.083625,0.063260,0.143363,0.109230,0.001335,0.000000,0.007747,0.000053,0.000000,0.000000,0.000013,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.3.2,0.000010,0.000053,0.000000,0.000000,0.003017,0.000000,0.000000,0.001603,0.041093,0.005268,0.033113,0.000460,0.000933,0.021633,0.015014,0.062199,0.137362,0.081583,0.047186,0.174565,0.105693,0.223971,0.036038,0.000002,0.008830,0.000000,0.000224,0.000001,0.000121,0.000004,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.4.2,0.000000,0.035798,0.000000,0.000000,0.000810,0.000000,0.000027,0.026531,0.001370,0.004231,0.044214,0.011667,0.000461,0.007124,0.017401,0.052276,0.064570,0.103397,0.166669,0.038514,0.208728,0.082370,0.130906,0.000003,0.000000,0.002420,0.000245,0.000010,0.000001,0.000187,0.000073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.5.2,0.000000,0.000472,0.000014,0.000002,0.000000,0.000000,0.000000,0.016367,0.009027,0.000822,0.023454,0.000236,0.005115,0.040629,0.032531,0.133350,0.064984,0.171544,0.084434,0.036227,0.049819,0.218417,0.108046,0.000000,0.000000,0.002774,0.001518,0.000061,0.000034,0.000117,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.6.2,0.000000,0.000036,0.000000,0.000000,0.000001,0.000000,0.000000,0.005201,0.002735,0.000419,0.030987,0.022541,0.013422,0.048771,0.008056,0.036866,0.050501,0.135280,0.082085,0.105674,0.174260,0.062715,0.217914,0.000003,0.000000,0.000017,0.000774,0.000000,0.000094,0.000204,0.001443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.8.2,0.000000,0.000001,0.000000,0.000026,0.000000,0.000000,0.000000,0.000011,0.012248,0.000854,0.039827,0.003400,0.001609,0.020809,0.037406,0.105710,0.225873,0.064873,0.049151,0.035468,0.082203,0.176587,0.136206,0.000000,0.000000,0.000161,0.000067,0.000365,0.000004,0.007140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.9.2,0.003607,0.000000,0.000004,0.000002,0.000028,0.000000,0.000000,0.000000,0.000011,0.000767,0.022764,0.001721,0.013638,0.040677,0.007148,0.196114,0.059657,0.042897,0.244486,0.030820,0.109020,0.079770,0.146290,0.000067,0.000000,0.000001,0.000164,0.000000,0.000000,0.000348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.10.2,0.000000,0.044686,0.015478,0.000000,0.000001,0.000000,0.000004,0.000106,0.000000,0.002199,0.026827,0.000009,0.000000,0.004401,0.008579,0.080252,0.141722,0.032924,0.045324,0.060508,0.107033,0.243763,0.184259,0.000000,0.001106,0.000000,0.000518,0.000232,0.000048,0.000021,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.11.2,0.001636,0.000000,0.026907,0.000313,0.000000,0.000000,0.000000,0.000714,0.000135,0.000000,0.039694,0.000004,0.003724,0.014192,0.007252,0.192023,0.079650,0.143281,0.241894,0.063542,0.045315,0.031600,0.108028,0.000000,0.000011,0.000025,0.000059,0.000000,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.12.2,0.000000,0.001380,0.000000,0.000104,0.000006,0.000000,0.000631,0.000000,0.000000,0.000045,0.000000,0.000001,0.039088,0.006761,0.012610,0.043689,0.078985,0.195873,0.029869,0.059570,0.107166,0.253045,0.145687,0.022202,0.000000,0.000017,0.000256,0.000000,0.000002,0.003015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.13.2,0.000177,0.003671,0.000000,0.001774,0.000002,0.025271,0.000000,0.014050,0.000030,0.000005,0.044435,0.000000,0.000013,0.000869,0.007039,0.142991,0.045534,0.058971,0.245776,0.186717,0.080537,0.108958,0.032701,0.000000,0.000001,0.000000,0.000072,0.000405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.14.2,0.000127,0.000001,0.000000,0.000000,0.000008,0.000051,0.000000,0.001556,0.000000,0.000705,0.032988,0.000310,0.000000,0.020118,0.003485,0.254122,0.029031,0.082496,0.146455,0.189890,0.059207,0.114167,0.042145,0.000000,0.000002,0.015232,0.007880,0.000000,0.000000,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.15.2,0.000001,0.000034,0.001397,0.000000,0.034374,0.000000,0.000000,0.002034,0.000355,0.000177,0.005882,0.000081,0.015277,0.000000,0.024471,0.234121,0.082307,0.061089,0.044558,0.149922,0.186441,0.111526,0.031981,0.000015,0.009685,0.000000,0.003540,0.000000,0.000006,0.000002,0.000723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.16.2,0.000000,0.000000,0.000001,0.000358,0.021333,0.000000,0.000000,0.002078,0.004913,0.000005,0.035161,0.007742,0.000014,0.013793,0.000000,0.256022,0.144593,0.078641,0.043630,0.057672,0.031887,0.106206,0.194961,0.000000,0.000000,0.000043,0.000821,0.000127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
10.1.17.2,0.000000,0.000000,0.000000,0.000000,0.000433,0.000000,0.000000,0.000000,0.003591,0.000000,0.000000,0.000155,0.000000,0.000000,0.000000,0.000000,0.015633,0.489607,0.031166,0.064622,0.006899,0.257790,0.128744,0.000003,0.000000,0.001302,0.000000,0.000011,0.000001,0.000042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
