 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,Suma
10.1.1.2,0.000000,0.000000,0.005078,0.000003,0.000000,0.000000,0.000007,0.000001,0.003117,0.001699,0.000167,0.000279,0.007871,0.000495,0.000036,0.028457,0.035929,0.010254,0.045629,0.007805,0.021884,0.016898,0.013117,0.006830,0.000000,0.000000,0.000000,0.000000,0.000924,0.000017,0.000076,0.054461,0.099642,0.179161,0.080739,0.067043,0.148084,0.042234,0.122063,1.000000
10.1.2.2,0.000000,0.000000,0.000000,0.000006,0.000019,0.000000,0.000000,0.000253,0.003450,0.000029,0.000485,0.001300,0.008537,0.005601,0.002174,0.008351,0.045067,0.011172,0.022605,0.028727,0.013512,0.017553,0.035815,0.008717,0.000127,0.000000,0.000002,0.000001,0.000063,0.000000,0.000900,0.053310,0.100087,0.066238,0.145234,0.119660,0.081603,0.176527,0.042876,1.000000
10.1.3.2,0.003588,0.000000,0.000000,0.000008,0.000001,0.000000,0.000000,0.006676,0.000004,0.000406,0.000071,0.001237,0.002080,0.005646,0.000702,0.046334,0.029168,0.018224,0.007787,0.010503,0.023841,0.037092,0.013858,0.006378,0.000265,0.000002,0.000017,0.000000,0.000036,0.000000,0.000135,0.178047,0.066195,0.120226,0.052507,0.146088,0.081524,0.042710,0.098647,1.000000
10.1.4.2,0.000000,0.000000,0.001681,0.000000,0.000000,0.000004,0.000000,0.000198,0.000839,0.000045,0.000419,0.003195,0.005071,0.008311,0.000098,0.021754,0.010234,0.028224,0.013109,0.035440,0.016656,0.045846,0.007532,0.006661,0.000021,0.000000,0.000000,0.000010,0.000001,0.000000,0.000000,0.082677,0.100171,0.121085,0.066685,0.041961,0.180564,0.147829,0.053679,1.000000
10.1.5.2,0.004699,0.000000,0.000001,0.000002,0.000000,0.003051,0.000000,0.000000,0.000238,0.000419,0.000070,0.000759,0.006805,0.002132,0.001306,0.016570,0.045352,0.035244,0.013019,0.027337,0.021432,0.007344,0.009884,0.007382,0.000009,0.000020,0.000000,0.000131,0.000042,0.000000,0.000004,0.123352,0.177791,0.101073,0.053794,0.148438,0.041501,0.083470,0.067330,1.000000
10.1.6.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000067,0.000521,0.000007,0.000015,0.001024,0.007053,0.003059,0.000265,0.013575,0.036022,0.046475,0.017014,0.007494,0.027774,0.021880,0.010343,0.007721,0.000034,0.001693,0.000000,0.000141,0.000001,0.000003,0.004975,0.121722,0.041988,0.080603,0.147218,0.179190,0.068012,0.099623,0.054489,1.000000
10.1.7.2,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001412,0.006741,0.000048,0.000772,0.000403,0.003389,0.002058,0.000101,0.022514,0.028777,0.010537,0.036014,0.045834,0.018032,0.007844,0.013801,0.007513,0.000199,0.000001,0.000004,0.000023,0.000002,0.000000,0.005702,0.179144,0.120490,0.147383,0.066600,0.053082,0.041642,0.080858,0.099069,1.000000
10.1.9.2,0.000000,0.000002,0.000928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,0.000063,0.000141,0.000005,0.000488,0.001781,0.000031,0.033580,0.044850,0.015481,0.008438,0.011517,0.021012,0.006043,0.025622,0.004597,0.000000,0.000001,0.000000,0.000013,0.005299,0.003217,0.000000,0.102458,0.126813,0.156534,0.082397,0.040065,0.065646,0.190271,0.052465,1.000000
10.1.10.2,0.000000,0.000003,0.000000,0.000000,0.000007,0.000000,0.000391,0.000187,0.000000,0.000001,0.000087,0.000828,0.006143,0.001706,0.003408,0.008511,0.033794,0.014560,0.011752,0.019415,0.044716,0.025558,0.006097,0.005022,0.000000,0.000000,0.000000,0.000000,0.000018,0.000000,0.000045,0.067147,0.125126,0.154498,0.040698,0.192195,0.083758,0.101406,0.052923,1.000000
10.1.11.2,0.000011,0.000000,0.000027,0.000000,0.000142,0.000000,0.000000,0.000315,0.000065,0.000000,0.000005,0.004049,0.002376,0.000574,0.004294,0.006152,0.011607,0.044370,0.020004,0.014951,0.034595,0.008519,0.026666,0.005169,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.001178,0.082878,0.053119,0.152506,0.189428,0.124485,0.103526,0.041420,0.067566,1.000000
10.1.12.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000015,0.000081,0.000000,0.002979,0.001759,0.000858,0.000037,0.025379,0.010609,0.045265,0.019116,0.034152,0.008101,0.014543,0.005830,0.004760,0.000000,0.000000,0.000002,0.000191,0.000001,0.005436,0.000424,0.104731,0.186527,0.084445,0.042127,0.053195,0.067453,0.156086,0.125894,1.000000
10.1.13.2,0.000000,0.000000,0.000006,0.000000,0.000015,0.000003,0.000000,0.000001,0.001029,0.000537,0.001983,0.000000,0.003474,0.000137,0.000270,0.044471,0.008785,0.019832,0.006307,0.011555,0.034066,0.014731,0.025673,0.005372,0.000000,0.000076,0.000000,0.000000,0.000000,0.005281,0.000037,0.154728,0.125809,0.053483,0.101705,0.081953,0.041293,0.066654,0.190735,1.000000
10.1.14.2,0.000698,0.005792,0.000000,0.000000,0.003666,0.000049,0.000000,0.000010,0.000102,0.000004,0.000001,0.000182,0.000000,0.002259,0.000000,0.006619,0.011669,0.009077,0.026261,0.019921,0.015294,0.043005,0.033677,0.005407,0.000025,0.000001,0.000000,0.000362,0.000000,0.001270,0.000000,0.154431,0.083756,0.067844,0.041161,0.187490,0.053573,0.125180,0.101214,1.000000
10.1.15.2,0.000000,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000454,0.000210,0.000000,0.000004,0.000044,0.006227,0.000000,0.001860,0.006349,0.026239,0.011411,0.043661,0.014841,0.008349,0.033698,0.019806,0.005097,0.000020,0.003709,0.000001,0.000100,0.000938,0.000000,0.000000,0.053311,0.065871,0.154488,0.040829,0.126011,0.191342,0.082481,0.102641,1.000000
10.1.16.2,0.000000,0.000000,0.000001,0.000000,0.000024,0.000000,0.000000,0.000010,0.000285,0.005204,0.000000,0.000637,0.001341,0.002922,0.000000,0.034039,0.045529,0.011246,0.008027,0.018700,0.005600,0.014341,0.025306,0.004515,0.000000,0.000000,0.000000,0.000056,0.000001,0.000132,0.000004,0.065448,0.053561,0.041103,0.081424,0.193706,0.157957,0.102350,0.126532,1.000000
10.1.17.2,0.000000,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.010436,0.020627,0.000288,0.005174,0.000610,0.001327,0.002629,0.000154,0.000002,0.000000,0.000000,0.000001,0.000054,0.000000,0.000000,0.049848,0.020500,0.153744,0.071178,0.032200,0.227736,0.103469,0.299998,1.000000
10.1.18.2,0.000000,0.000071,0.000000,0.000000,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000002,0.000000,0.005306,0.000000,0.001438,0.010451,0.000698,0.020302,0.000372,0.002710,0.000198,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.020666,0.210742,0.077615,0.109100,0.050294,0.154207,0.303301,0.032493,1.000000
10.1.19.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.001203,0.005936,0.000000,0.023646,0.002684,0.000240,0.012683,0.000545,0.000049,0.000000,0.000001,0.000000,0.000115,0.000006,0.000000,0.000000,0.022885,0.156762,0.210903,0.034707,0.073121,0.053444,0.108701,0.292351,1.000000
10.1.20.2,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000156,0.000000,0.000000,0.000002,0.000000,0.000021,0.000000,0.002836,0.011129,0.000333,0.000000,0.000714,0.001354,0.005505,0.021996,0.000060,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.301908,0.108557,0.208695,0.022120,0.076575,0.033424,0.050727,0.153879,1.000000
10.1.21.2,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000034,0.000103,0.000001,0.000000,0.001622,0.006157,0.022379,0.011693,0.000000,0.000890,0.003175,0.000451,0.000261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105363,0.080066,0.036192,0.147820,0.053184,0.023016,0.213993,0.293584,1.000000
10.1.22.2,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.005656,0.000725,0.002745,0.000307,0.022229,0.000000,0.001341,0.011167,0.000019,0.000000,0.000000,0.000000,0.000153,0.000054,0.000000,0.000000,0.222031,0.049329,0.033968,0.301646,0.070485,0.022151,0.151614,0.104369,1.000000
10.1.23.2,0.000001,0.000000,0.000000,0.000080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000011,0.000198,0.000000,0.000000,0.000397,0.012022,0.006010,0.000760,0.003012,0.022874,0.000000,0.001537,0.000032,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.000000,0.052353,0.022592,0.073577,0.209584,0.035307,0.108038,0.151803,0.299807,1.000000
10.1.24.2,0.000000,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000148,0.000000,0.000001,0.000002,0.000000,0.000000,0.000000,0.000297,0.020770,0.005145,0.002527,0.001278,0.000660,0.010316,0.000000,0.000019,0.000000,0.000000,0.000000,0.000000,0.000056,0.000000,0.000000,0.074385,0.214496,0.048984,0.161456,0.020252,0.108548,0.031629,0.299025,1.000000
10.1.25.2,0.000018,0.000000,0.000072,0.000000,0.000000,0.000000,0.000000,0.008690,0.001320,0.006168,0.004010,0.000136,0.001918,0.002627,0.000826,0.012609,0.027467,0.007611,0.016430,0.044062,0.021439,0.035132,0.010328,0.000000,0.000010,0.000260,0.000461,0.000002,0.000037,0.000001,0.000004,0.067532,0.120394,0.053726,0.041594,0.083667,0.181838,0.148626,0.100985,1.000000
10.1.26.2,0.000004,0.000002,0.000104,0.000000,0.000000,0.000000,0.000000,0.000011,0.000212,0.000050,0.000864,0.001704,0.004334,0.006906,0.000439,0.047457,0.028324,0.016676,0.012738,0.009516,0.037017,0.007094,0.021861,0.006216,0.000000,0.000000,0.000001,0.000025,0.000000,0.000000,0.003059,0.148918,0.081568,0.122210,0.180151,0.066209,0.041553,0.054046,0.100734,1.000000
10.1.27.2,0.000000,0.000000,0.000001,0.000000,0.000138,0.000063,0.000000,0.000006,0.000029,0.002649,0.000013,0.000917,0.004626,0.006898,0.000289,0.044640,0.021644,0.016775,0.034592,0.007198,0.013119,0.009835,0.027928,0.006167,0.000003,0.000000,0.000000,0.001604,0.000541,0.000000,0.000000,0.067062,0.081145,0.041107,0.183940,0.150698,0.053288,0.100356,0.122729,1.000000
