 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,Suma
10.1.1.2,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000015,0.000000,0.001879,0.000000,0.000066,0.000000,0.000234,0.004647,0.003998,0.000700,0.009445,0.045329,0.004584,0.017960,0.032857,0.023680,0.006650,0.012867,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105244,0.196445,0.083494,0.039695,0.158878,0.051961,0.066800,0.132569,1.000000
10.1.2.2,0.000013,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000045,0.005823,0.000450,0.000001,0.000163,0.003112,0.002307,0.000956,0.004810,0.006567,0.044816,0.012878,0.017862,0.033377,0.024261,0.009228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053111,0.102952,0.040209,0.159502,0.084550,0.197123,0.066887,0.128993,1.000000
10.1.3.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.001856,0.000081,0.000007,0.000000,0.000024,0.005928,0.003916,0.000231,0.004753,0.009738,0.012812,0.044306,0.006967,0.024280,0.017738,0.033191,0.000000,0.000000,0.000000,0.000000,0.000660,0.000000,0.000000,0.040166,0.126995,0.066707,0.052835,0.102176,0.159813,0.085089,0.199728,1.000000
10.1.4.2,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000255,0.000000,0.000564,0.004427,0.000019,0.002304,0.000114,0.000006,0.001197,0.005656,0.010654,0.007534,0.033609,0.005392,0.018373,0.014591,0.044435,0.024753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000048,0.000000,0.128004,0.159573,0.082746,0.067227,0.052865,0.191950,0.103231,0.040470,1.000000
10.1.5.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000293,0.000098,0.000028,0.000000,0.001816,0.005209,0.000008,0.000796,0.017442,0.042675,0.024211,0.004493,0.012520,0.009344,0.032144,0.006630,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.003452,0.104828,0.038907,0.203256,0.051178,0.129609,0.162495,0.082624,0.065943,1.000000
10.1.6.2,0.000005,0.004265,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000076,0.001837,0.000239,0.000000,0.000742,0.007933,0.018603,0.013804,0.024485,0.033137,0.007601,0.005277,0.010314,0.044751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127466,0.052807,0.040187,0.103065,0.157631,0.196518,0.083046,0.066188,1.000000
10.1.7.2,0.000000,0.000000,0.000000,0.003683,0.000000,0.000000,0.000000,0.000000,0.005742,0.000005,0.000013,0.001102,0.000036,0.000531,0.002305,0.000240,0.007032,0.005254,0.009678,0.044306,0.013229,0.032726,0.024499,0.018224,0.000001,0.000093,0.000000,0.000000,0.000000,0.000000,0.000000,0.197487,0.105135,0.158645,0.083466,0.065937,0.128815,0.040177,0.051638,1.000000
10.1.8.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000020,0.000306,0.000001,0.003617,0.000116,0.007796,0.000803,0.001895,0.009868,0.005103,0.044720,0.013626,0.024941,0.007403,0.033262,0.018227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000043,0.000000,0.083461,0.052891,0.129911,0.066796,0.195041,0.040300,0.156298,0.103548,1.000000
10.1.9.2,0.000000,0.000000,0.000080,0.000023,0.000001,0.000000,0.001287,0.000000,0.000000,0.000000,0.000266,0.000000,0.002192,0.000000,0.000007,0.000615,0.005416,0.015284,0.007543,0.021753,0.003718,0.030957,0.010707,0.041579,0.000000,0.000000,0.000000,0.000000,0.004270,0.000000,0.000000,0.049759,0.083234,0.212212,0.105897,0.037213,0.064728,0.132578,0.168679,1.000000
10.1.10.2,0.000000,0.000088,0.000000,0.002484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000237,0.000003,0.000013,0.001185,0.003652,0.000032,0.005721,0.043915,0.003769,0.015547,0.010831,0.031641,0.007498,0.022146,0.000000,0.000626,0.000000,0.000000,0.000000,0.000000,0.000000,0.038685,0.051717,0.130647,0.164850,0.066193,0.208486,0.106877,0.083156,1.000000
