 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.17.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,Suma
10.1.1.2,0.000000,0.000000,0.000117,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000012,0.000000,0.000367,0.000000,0.000001,0.000000,0.002318,0.000947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.248021,0.010303,0.546470,0.112770,0.050803,0.023184,0.004646,1.000000
10.1.2.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000012,0.000000,0.000000,0.000343,0.003027,0.000111,0.000004,0.000000,0.001029,0.000000,0.000000,0.000000,0.000036,0.000000,0.000000,0.026002,0.057503,0.523106,0.118368,0.011770,0.005297,0.253390,1.000000
10.1.3.2,0.000000,0.000001,0.000000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000273,0.000000,0.000000,0.000786,0.000102,0.002194,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.540561,0.023452,0.004757,0.116929,0.052846,0.247732,0.010321,1.000000
10.1.4.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002119,0.000002,0.000000,0.000089,0.000007,0.000243,0.000001,0.000731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.246825,0.009190,0.557641,0.004025,0.021228,0.048621,0.109250,1.000000
10.1.5.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000000,0.000000,0.000117,0.001464,0.000030,0.000000,0.000002,0.000410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.243282,0.002835,0.583228,0.101319,0.017700,0.007154,0.042451,1.000000
10.1.6.2,0.000000,0.000000,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000094,0.000811,0.000003,0.000001,0.000030,0.000285,0.000000,0.002312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.248502,0.022610,0.010020,0.546283,0.113650,0.051053,0.004337,1.000000
10.1.7.2,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000409,0.000053,0.002691,0.000000,0.000152,0.001036,0.000006,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116669,0.005100,0.530592,0.252272,0.011381,0.054295,0.025322,1.000000
10.1.8.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,0.000234,0.000007,0.000002,0.000719,0.001811,0.000074,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107090,0.564027,0.020463,0.246015,0.009041,0.003905,0.046589,1.000000
10.1.9.2,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000069,0.000025,0.000000,0.000591,0.000001,0.001667,0.000008,0.000202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003527,0.106116,0.008481,0.245443,0.019811,0.568601,0.045455,1.000000
10.1.10.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000495,0.000000,0.000003,0.001681,0.000010,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000144,0.244505,0.044144,0.574065,0.003267,0.007765,0.105072,0.018809,1.000000
10.1.11.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000014,0.000000,0.001529,0.000004,0.000000,0.000560,0.000171,0.000053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018970,0.105929,0.250649,0.566156,0.003347,0.044798,0.007818,1.000000
