 ,10.1.1.2,10.1.2.2,10.1.3.2,10.1.4.2,10.1.5.2,10.1.6.2,10.1.7.2,10.1.8.2,10.1.9.2,10.1.10.2,10.1.11.2,10.1.12.2,10.1.13.2,10.1.14.2,10.1.15.2,10.1.16.2,10.1.18.2,10.1.19.2,10.1.20.2,10.1.21.2,10.1.22.2,10.1.23.2,10.1.24.2,10.1.25.2,10.1.26.2,10.1.27.2,10.1.28.2,10.1.29.2,10.1.30.2,10.1.31.2,10.1.32.2,10.1.33.2,10.1.34.2,10.1.35.2,10.1.36.2,10.1.37.2,10.1.38.2,10.1.39.2,10.1.40.2,Suma
10.1.1.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000001,0.000026,0.000000,0.000000,0.000000,0.000000,0.000073,0.000009,0.001561,0.014990,0.000700,0.000311,0.003387,0.007115,0.000137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066357,0.026088,0.100966,0.151365,0.016300,0.227799,0.341330,0.041479,1.000000
10.1.2.2,0.000000,0.000000,0.000000,0.000000,0.000093,0.000012,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000921,0.018524,0.002033,0.000178,0.009690,0.004454,0.000413,0.000000,0.000000,0.000034,0.000000,0.000000,0.000001,0.000000,0.000000,0.067568,0.043955,0.314659,0.154178,0.232777,0.028411,0.018231,0.103865,1.000000
10.1.3.2,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000051,0.000006,0.000116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000223,0.019189,0.004490,0.000485,0.002132,0.009433,0.001012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.224310,0.150795,0.022118,0.048735,0.031151,0.100804,0.316965,0.067966,1.000000
10.1.4.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000065,0.000011,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000775,0.003656,0.001676,0.000351,0.016931,0.007898,0.000152,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064455,0.150369,0.097967,0.342596,0.041438,0.016515,0.228663,0.026445,1.000000
10.1.5.2,0.000000,0.000020,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000267,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.001490,0.015715,0.000047,0.003472,0.000629,0.000113,0.007669,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066180,0.342136,0.026800,0.151990,0.016632,0.042049,0.099719,0.225061,1.000000
10.1.6.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000020,0.000001,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000671,0.015399,0.003429,0.000137,0.000308,0.007663,0.001534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.016002,0.348626,0.149330,0.097921,0.230109,0.062844,0.039969,0.025980,1.000000
10.1.7.2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000022,0.000000,0.000000,0.000285,0.013911,0.000121,0.000628,0.003080,0.006713,0.001427,0.000000,0.000001,0.000000,0.000003,0.000056,0.000000,0.000000,0.000000,0.038456,0.023875,0.061148,0.097168,0.357769,0.231852,0.148703,0.014775,1.000000
10.1.8.2,0.000000,0.000000,0.000000,0.000000,0.000007,0.000021,0.000000,0.000000,0.000002,0.000067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001505,0.007640,0.000123,0.000288,0.016851,0.003440,0.000672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.026718,0.149154,0.063022,0.097914,0.227108,0.041866,0.346714,0.016888,1.000000
10.1.9.2,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000079,0.000000,0.000000,0.000169,0.017170,0.001823,0.008616,0.003944,0.000379,0.000842,0.000000,0.000033,0.000000,0.000000,0.000000,0.000000,0.000001,0.000012,0.018227,0.064555,0.150294,0.027757,0.041835,0.339234,0.098312,0.226714,1.000000
10.1.10.2,0.000009,0.000000,0.000000,0.000001,0.000000,0.000054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000625,0.015035,0.003271,0.000275,0.007449,0.000117,0.001424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000020,0.227385,0.344309,0.015721,0.064798,0.103118,0.041364,0.149097,0.025925,1.000000
10.1.11.2,0.000000,0.000000,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000043,0.000001,0.000000,0.000000,0.000004,0.000502,0.012355,0.006196,0.001175,0.000088,0.002705,0.000213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022582,0.036846,0.239137,0.013895,0.356459,0.096043,0.151883,0.059860,1.000000
10.1.12.2,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.008031,0.016536,0.003663,0.000300,0.001609,0.000128,0.000700,0.000066,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000022,0.096444,0.346581,0.229805,0.063838,0.149488,0.040779,0.025891,0.016107,1.000000
